"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"365",367,1,4,2,13,3,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,1,6,1,5,1,4,8,2,1,7,1,1,3,1,1,4,1,1,2,1,4,4,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,4,1,NA,2,2,2,2,2,1,2,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,70,0,4,2,1,3,7,2,NA,2,2,19,1,6,34,4,6,NA,NA,14,1,NA,1,NA,NA,3,NA,4,2,278,14,1,2,1,1
"366",368,1,2,2,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,10,1,10,1,1,9,1,1,10,1,1,10,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,NA,3,3,3,3,3,3,3,3,3,1,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,5,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,545,14,1,2,1,1
"367",369,1,3,3,1,3,2,2,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,8,3,8,3,2,2,1,3,6,5,5,8,6,6,5,5,5,5,5,5,4,2,7,4,4,2,2,3,2,3,3,2,1,1,1,1,1,2,3,3,2,1,3,3,2,3,3,2,3,4,3,1,1,1,1,1,2,1,1,4,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,30,28,12,3,3,5,5,5,30,10,30,80,3,4,3,5,2,2,2,1,1,1,1,1,40,2,3,74,NA,20,1,2,1,6,5,3,NA,1,2,663,14,1,2,1,1
"368",370,1,4,3,17,3,3,2,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,7,1,5,6,6,1,1,1,7,1,1,8,1,5,10,1,5,8,1,5,2,4,6,2,2,2,1,1,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,2,3,1,4,1,1,1,3,1,3,1,3,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,50,30,10,10,5,3,15,3,80,0,0,80,2,4,1,1,97,1,97,1,1,96,1,3,70,2,5,56,NA,15,2,5,1,3,2,3,NA,1,2,546,14,1,2,1,1
"369",371,1,4,3,13,5,3,3,NA,NA,NA,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,1,10,2,8,3,7,1,5,2,10,1,1,10,5,5,5,5,1,5,10,2,1,2,1,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,2,2,2,NA,2,1,4,2,1,3,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,35,25,10,5,2,10,17,15,80,40,20,50,3,4,1,3,1,2,1,2,2,2,1,4,NA,2,NA,NA,NA,12,2,3,2,4,4,2,NA,1,2,213,14,1,2,1,1
"370",372,1,3,3,13,3,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,4,4,1,5,1,5,5,4,4,7,1,1,2,1,1,2,1,1,2,1,NA,NA,1,5,4,5,5,5,5,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,4,2,1,2,2,2,2,2,2,2,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,NA,60,4,1,1,4,97,4,97,2,4,97,1,5,28,3,3,97,1,12,2,5,1,3,4,3,NA,3,2,37,14,1,2,1,1
"371",373,1,5,3,13,3,4,4,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,10,2,8,4,8,1,1,1,10,1,1,10,5,5,10,5,1,10,1,3,1,1,2,2,3,3,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,4,2,2,2,2,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,34,24,10,7,10,5,4,2,40,60,20,80,3,3,1,3,1,2,1,2,5,98,2,5,21,2,12,NA,NA,12,2,4,1,4,3,3,NA,1,2,456,14,1,2,1,1
"372",374,1,4,4,16,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,7,1,10,2,4,1,1,1,8,1,1,10,1,2,5,2,2,7,2,7,2,2,7,3,2,2,1,1,5,3,3,1,1,1,1,1,3,1,1,3,2,1,3,1,2,1,1,1,3,4,3,1,1,1,1,1,2,4,3,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,18,31,21,5,8,2,10,3,80,40,51,5,1,3,5,2,4,1,4,1,1,8,4,1,88,2,3,34,NA,27,2,3,1,4,1,3,NA,1,2,664,14,1,2,1,1
"373",375,1,4,2,1,3,3,4,NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,NA,NA,NA,10,10,10,7,10,9,2,10,10,10,10,1,7,1,9,5,1,10,10,10,2,1,3,2,3,3,2,2,5,NA,3,3,3,1,2,4,1,2,3,2,1,3,3,1,2,2,1,4,3,1,2,2,2,1,2,2,3,1,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,45,39,23,7,20,5,16,4,99,0,0,57,5,1,1,3,7,2,7,2,2,2,1,5,23,4,6,NA,NA,14,1,5,1,3,5,3,NA,4,2,637,14,1,2,1,1
"374",376,1,4,3,1,4,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,6,1,10,1,5,1,1,3,NA,2,5,10,4,6,9,4,1,3,7,1,3,2,5,1,5,4,1,1,1,3,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,4,1,4,1,1,1,2,1,48,1,14,NA,NA,14,1,NA,3,NA,4,3,NA,1,2,631,14,1,2,1,1
"375",377,1,5,4,20,3,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,4,NA,NA,NA,NA,5,2,5,4,7,2,2,4,3,7,2,4,4,2,2,2,5,5,5,1,4,4,NA,5,5,5,5,3,5,2,4,1,1,2,1,1,2,2,1,1,2,1,3,3,2,1,1,1,2,3,1,1,3,4,3,3,3,4,1,4,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,31,24,9,4,15,2,10,4,90,40,30,50,3,4,3,2,9,2,9,5,5,98,1,2,25,2,3,NA,NA,12,1,1,2,4,3,2,NA,1,2,631,14,1,2,1,1
"376",378,1,4,1,1,3,4,4,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,5,1,5,1,1,8,5,1,5,1,1,5,1,1,5,1,1,3,1,4,4,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,3,2,1,1,1,3,3,2,1,3,4,1,4,4,4,4,4,4,3,4,3,4,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,30,20,20,10,10,5,12,4,80,50,80,0,4,2,2,2,7,2,7,2,2,19,2,5,25,4,6,NA,NA,14,2,5,5,3,3,3,NA,4,2,278,14,1,2,1,1
"377",379,1,5,3,13,5,2,3,NA,NA,NA,NA,NA,NA,2,4,3,2,NA,NA,NA,NA,5,5,4,4,8,4,1,2,5,5,1,5,5,5,7,4,5,6,6,1,4,3,5,3,3,3,3,3,3,2,4,1,1,4,1,4,4,2,1,1,2,1,3,1,2,2,1,2,3,4,3,2,3,4,4,1,3,4,1,4,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,33,20,7,4,18,6,8,3,0,80,0,70,5,4,1,4,3,4,3,1,1,4,1,2,55,2,1,50,NA,10,NA,5,4,3,2,3,NA,2,2,631,14,1,2,1,1
"378",380,1,5,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,4,7,1,8,1,3,6,3,1,8,1,7,8,1,7,7,4,4,6,1,4,1,4,3,3,5,3,2,5,4,1,1,2,1,1,1,4,1,3,1,2,3,3,3,3,2,1,4,4,1,3,2,3,4,3,3,3,3,1,1,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,50,30,10,5,10,3,8,3,60,50,20,60,4,4,1,5,1,2,1,2,2,7,1,3,32,3,2,79,NA,16,1,4,4,3,4,3,NA,3,2,631,14,1,2,1,1
"379",381,1,3,2,13,4,2,2,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,1,9,1,7,1,1,9,1,5,10,1,4,8,5,5,8,5,6,5,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,4,1,1,3,1,2,1,2,2,2,1,4,67,2,1,51,NA,NA,NA,5,5,5,2,3,NA,2,2,561,14,1,2,1,1
"380",382,1,5,3,10,4,3,2,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,1,6,1,1,5,1,1,5,1,9,1,1,7,4,1,7,5,2,5,4,4,1,4,2,3,3,2,2,2,4,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,3,1,1,4,2,1,2,4,4,2,4,3,4,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,4,2,1,4,1,2,1,2,2,2,1,3,60,2,3,71,NA,18,1,1,5,4,2,3,NA,1,2,32,14,1,2,1,1
"381",383,1,2,2,1,3,4,4,NA,NA,NA,NA,NA,NA,2,2,4,3,NA,NA,NA,NA,2,8,1,5,2,4,5,1,2,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,3,2,2,2,5,3,1,1,2,1,1,1,1,2,1,1,1,1,3,3,3,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,50,30,7,5,4,4,10,8,80,10,50,50,4,4,1,2,1,2,NA,2,2,10,1,4,41,4,11,NA,NA,16,1,2,1,3,7,3,NA,3,2,482,14,1,2,1,1
"382",384,1,4,3,1,2,4,4,NA,NA,NA,NA,NA,NA,1,4,4,1,NA,NA,NA,NA,5,8,5,5,1,5,8,5,5,8,1,5,8,1,5,9,1,5,9,1,1,1,1,4,4,2,2,2,5,3,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,2,1,3,3,2,2,2,2,2,2,2,3,2,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,40,30,15,6,15,6,12,10,30,40,10,0,4,3,3,4,1,2,1,2,2,97,2,5,22,2,14,NA,NA,12,2,2,2,5,9,2,NA,1,2,5,14,1,2,1,1
"383",385,1,5,NA,20,3,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,1,5,1,4,1,5,3,2,6,4,1,1,10,1,1,10,1,1,10,1,2,4,3,5,5,5,5,5,5,NA,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,4,2,1,NA,4,4,4,4,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,NA,2,NA,2,2,19,2,6,29,4,5,76,NA,20,1,NA,3,3,6,4,NA,4,2,379,14,1,2,1,1
"384",386,1,4,4,10,3,4,4,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,3,5,2,4,2,2,7,4,1,4,1,1,1,1,1,1,7,1,5,1,4,4,1,3,4,5,4,4,4,3,1,2,2,1,1,1,1,2,3,3,3,1,1,2,1,2,1,1,1,1,1,4,4,4,4,4,3,4,1,2,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,32,24,9,4,11,6,5,4,50,50,0,40,1,1,1,3,13,3,NA,2,2,3,1,5,34,2,6,NA,NA,15,1,NA,3,4,5,3,NA,2,2,631,14,1,2,1,1
"385",387,1,4,4,2,4,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,7,2,9,2,2,1,1,1,1,7,1,7,2,2,7,2,2,8,6,8,2,2,5,2,2,3,4,2,4,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,4,4,1,3,1,3,3,1,2,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,30,20,15,7,15,5,10,5,60,60,40,70,1,2,3,3,4,1,4,1,1,4,1,1,34,1,6,NA,NA,17,1,2,4,3,3,3,NA,1,2,631,14,1,2,1,1
"386",388,1,4,4,13,3,2,3,NA,NA,NA,NA,NA,NA,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,10,NA,NA,NA,4,1,5,1,1,NA,2,NA,1,4,4,2,4,3,4,2,1,1,2,1,1,3,2,3,3,1,1,1,1,2,2,2,2,4,3,4,4,NA,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,97,4,97,1,2,1,1,4,68,2,1,19,NA,NA,NA,3,5,3,1,2,NA,2,2,454,14,1,2,1,1
"387",389,1,4,3,13,2,2,2,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,5,5,4,5,4,1,2,5,5,5,4,5,6,5,6,4,2,5,5,7,2,1,5,5,5,2,1,5,5,2,4,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,4,4,NA,4,4,4,4,4,4,4,1,4,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,2,97,2,97,1,1,2,1,3,49,1,14,NA,NA,12,2,NA,1,5,4,4,NA,1,2,460,14,1,2,1,1
"388",390,1,5,3,13,3,1,1,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,7,5,7,3,5,2,2,5,7,4,6,8,4,4,7,4,8,5,5,8,2,2,6,4,4,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,3,3,3,2,3,1,1,2,4,1,1,2,2,2,1,3,1,1,1,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,2,50,50,50,100,1,3,3,5,3,1,3,1,1,1,1,2,23,NA,6,NA,NA,13,1,3,1,3,2,3,NA,1,2,631,14,1,2,1,1
"389",391,1,5,4,13,3,3,2,NA,NA,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,1,7,5,6,4,3,1,NA,1,1,1,7,5,4,5,4,NA,6,4,2,1,1,4,1,3,2,NA,1,3,3,1,3,2,NA,1,2,3,1,1,NA,2,NA,3,NA,NA,2,3,3,4,3,1,2,2,2,2,2,2,2,1,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,30,0,30,2,NA,3,4,5,3,NA,2,2,2,1,5,22,1,14,NA,NA,12,2,NA,3,3,2,3,NA,1,2,631,14,1,2,1,1
"390",392,1,3,3,17,3,4,4,NA,NA,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,3,1,4,4,5,3,3,2,2,2,2,3,2,2,2,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,4,1,4,4,4,4,4,4,NA,4,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,7,2,7,2,2,19,1,4,19,4,6,NA,NA,14,2,3,1,4,5,3,NA,4,2,278,14,1,2,1,1
"391",393,1,4,4,13,3,2,2,NA,NA,NA,NA,NA,NA,1,1,4,2,NA,NA,NA,NA,8,4,9,2,5,1,1,3,8,4,4,7,3,5,6,3,5,6,4,9,2,2,7,3,3,2,4,1,3,3,4,1,1,1,NA,2,2,2,1,1,2,1,3,1,2,1,1,2,4,4,4,4,1,1,4,1,3,1,1,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,31,21,8,4,15,5,10,4,80,90,40,50,1,3,5,1,4,1,4,1,4,8,2,2,64,2,13,NA,NA,12,2,5,5,2,2,3,NA,1,2,278,14,1,2,1,1
"392",394,1,5,4,13,5,2,4,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,5,5,8,8,9,3,7,1,NA,3,3,2,4,4,3,3,3,2,1,1,2,2,1,1,1,2,1,3,2,1,1,2,2,2,1,2,3,1,3,2,1,4,2,3,3,4,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,30,20,6,9,3,9,10,3,70,70,0,50,5,1,1,4,98,2,98,2,2,2,1,5,55,2,1,55,NA,12,2,5,5,3,3,NA,NA,2,2,1,15,1,2,1,1
"393",395,1,4,3,13,3,3,3,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,1,9,1,4,1,1,5,1,1,8,1,1,9,5,1,9,4,1,9,4,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,3,2,2,1,3,4,2,NA,2,2,2,2,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,14,10,3,4,2,5,10,5,50,50,30,80,3,2,1,4,1,2,1,2,2,2,1,5,NA,1,6,NA,NA,12,2,2,1,5,3,2,NA,2,2,9,14,1,2,1,1
"394",396,1,4,4,1,3,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,8,5,5,4,4,5,6,3,4,5,1,4,5,3,5,4,4,6,5,2,2,2,4,2,3,2,2,1,2,3,2,3,3,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,3,2,1,2,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,20,16,18,16,16,6,6,6,60,70,60,60,3,2,3,3,2,1,2,1,1,1,1,5,86,2,1,88,NA,10,NA,5,5,NA,NA,NA,NA,NA,2,582,15,1,2,1,1
"395",397,1,5,3,13,3,1,1,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,3,2,7,2,4,1,1,1,4,3,3,3,3,3,3,3,3,3,2,3,2,2,7,4,4,4,4,4,4,1,3,3,3,2,2,3,3,2,1,3,2,1,3,3,2,3,1,2,4,4,4,1,1,1,1,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,30,20,20,10,10,10,10,10,50,50,70,60,2,3,4,4,4,1,4,1,1,8,1,1,63,1,13,NA,NA,15,2,4,1,3,3,3,NA,1,2,687,15,1,2,1,1
"396",398,1,5,4,10,4,1,1,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,10,3,7,1,6,1,1,1,8,4,1,10,4,5,8,3,1,7,4,1,2,2,6,3,2,3,3,1,5,1,4,2,4,2,2,2,1,NA,1,1,2,1,1,3,2,3,1,3,2,3,3,4,1,1,4,1,2,1,4,2,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,1,2,1,1,1,3,2,80,1,4,34,NA,12,2,3,5,3,2,3,NA,1,1,308,12,1,2,1,1
"397",399,1,5,3,13,3,2,2,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,7,7,2,8,7,3,5,3,7,8,1,6,7,8,5,6,8,5,7,7,3,3,5,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,2,3,1,1,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,20,22,12,14,10,7,12,8,60,80,60,60,3,3,3,3,97,4,97,2,2,2,1,3,55,2,1,56,NA,12,2,1,1,4,3,2,NA,2,1,92,12,1,2,1,1
"398",400,1,3,4,10,3,4,4,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,7,7,7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,5,5,5,5,5,5,1,4,4,4,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,25,20,7,4,8,5,17,7,100,0,0,50,4,1,1,3,8,2,8,1,1,11,2,3,55,3,2,50,NA,15,2,5,1,3,1,3,NA,3,1,631,12,1,2,1,1
"399",401,1,4,3,10,3,3,3,2,2,3,2,2,2,1,3,1,1,4,3,2,1,6,6,4,1,8,5,1,4,8,8,1,8,6,9,9,6,10,6,6,9,2,2,4,2,2,2,2,1,1,3,1,1,3,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,1,1,1,4,4,3,4,1,4,4,1,1,3,100,100,30,30,100,60,20,60,NA,NA,NA,NA,NA,NA,NA,NA,50,80,30,80,3,4,2,5,3,2,3,2,1,1,1,3,52,1,3,91,1,15,2,3,3,4,4,3,NA,1,1,554,13,1,5,1,1
"400",402,1,3,4,13,3,2,1,NA,NA,NA,NA,NA,NA,1,2,4,4,NA,NA,NA,NA,5,1,3,1,3,1,1,1,5,1,1,8,4,1,8,4,8,5,5,10,2,2,3,5,5,3,3,4,4,4,4,1,1,1,4,4,1,1,1,3,2,1,1,3,3,3,1,1,3,3,1,3,3,1,3,1,3,1,3,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,30,25,12,NA,15,NA,12,NA,25,75,0,0,1,5,1,1,2,1,2,1,4,97,1,2,27,1,6,NA,NA,16,1,3,1,3,2,2,NA,1,1,581,12,1,2,1,1
"401",403,1,3,4,13,3,2,2,NA,NA,NA,NA,NA,NA,1,4,3,4,NA,NA,NA,NA,4,4,3,1,6,3,1,1,NA,4,NA,4,4,NA,6,5,6,6,6,7,NA,3,3,5,5,5,3,5,5,3,1,1,2,2,1,4,1,2,NA,2,2,1,3,1,2,1,1,1,3,4,1,4,3,4,3,3,1,4,4,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,35,25,10,4,13,18,10,3,80,60,30,30,2,4,2,4,3,4,3,1,1,15,1,4,66,2,13,NA,NA,21,1,1,5,4,2,2,NA,2,1,308,12,1,2,1,1
"402",404,1,4,4,18,4,3,3,NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,4,6,5,3,2,2,1,5,1,2,2,5,6,2,6,4,1,2,2,7,2,1,3,1,5,1,5,1,4,3,4,2,1,3,1,3,1,1,1,1,2,3,3,2,2,3,1,1,4,4,2,2,1,2,2,2,3,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,38,24,9,8,12,5,7,6,50,60,10,80,4,5,4,4,12,2,12,1,2,1,1,4,18,2,4,83,NA,16,2,5,5,4,4,2,NA,1,1,314,12,1,2,1,1
"403",405,1,5,3,17,4,3,3,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,4,5,3,1,8,2,1,4,5,5,5,6,6,6,1,1,1,4,6,2,4,1,3,3,5,5,2,3,2,3,3,1,1,3,1,1,1,2,1,1,2,1,1,2,2,1,1,1,4,3,1,2,4,2,2,1,3,4,4,2,1,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,40,20,5,4,15,2,9,7,0,50,0,0,1,2,1,3,97,4,97,1,1,1,1,3,27,2,14,NA,NA,15,1,2,2,2,2,2,NA,1,1,631,12,1,2,1,1
"404",406,1,5,4,2,4,1,1,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,7,1,10,2,1,1,1,1,8,2,7,8,2,2,6,7,8,10,6,6,2,2,7,4,2,2,2,2,2,3,3,3,2,1,1,2,1,2,1,3,2,3,3,1,2,1,1,2,4,4,1,1,1,1,1,1,2,1,1,2,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,80,40,1,3,4,2,4,1,4,1,1,8,2,1,36,1,5,67,NA,15,1,2,1,4,5,2,NA,1,1,631,12,1,2,1,1
"405",407,1,5,4,13,4,1,2,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,10,1,7,5,1,2,1,6,10,1,2,10,1,1,10,3,1,10,2,10,2,2,6,2,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,3,2,3,3,1,2,1,1,1,3,4,4,1,1,1,1,1,2,1,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,29,26,14,4,15,2,8,2,60,40,30,60,1,1,4,3,2,1,2,1,1,1,2,1,52,1,14,NA,NA,13,2,2,2,5,5,3,NA,1,1,658,12,1,2,1,1
"406",408,1,5,4,1,5,1,2,NA,NA,NA,NA,NA,NA,1,2,4,1,NA,NA,NA,NA,5,4,4,4,3,2,1,1,5,4,1,8,4,4,5,5,5,6,6,1,2,2,6,1,5,1,1,3,4,3,1,1,1,4,3,1,1,2,1,3,2,1,1,2,2,3,1,2,3,1,4,1,1,1,1,1,2,4,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,15,22,5,2,1,1,0,0,50,60,0,100,3,5,1,5,2,1,2,2,1,1,1,2,56,2,4,60,NA,15,2,5,NA,3,4,3,NA,2,1,122,12,1,2,1,1
"407",409,1,5,4,1,4,2,2,NA,NA,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,6,8,7,3,5,2,4,9,5,7,1,7,8,6,7,6,8,6,5,4,2,2,5,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,2,1,4,4,3,1,2,1,1,1,2,2,2,1,1,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,20,30,10,10,10,15,20,2,50,50,50,50,3,3,3,3,2,2,2,1,5,98,1,5,21,1,3,91,1,12,2,5,5,3,2,4,NA,1,1,545,12,1,2,1,1
"408",410,1,5,3,1,2,2,3,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,1,4,1,6,9,1,1,1,1,3,1,3,5,8,4,4,8,1,5,5,4,4,4,1,1,1,1,1,5,1,2,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,3,1,4,3,4,3,4,3,4,3,4,4,4,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,23,15,9,10,7,3,5,3,0,50,0,50,2,5,1,4,3,5,3,2,1,4,3,4,18,2,6,NA,NA,12,2,NA,5,NA,NA,2,NA,1,1,632,12,1,2,1,1
