"","c6","c7","c8","c10","c11","c13","c14","c15","c16","c17","c18","c19","c20","c21","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c34","c35","c36","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc19","cc20","cc21","cc22","cc23","cc24","cc25","cc27","cc28","cc29","cc30","cc31","cc32","cc33","cc34","cc35","cc36","cc37","cc38","cc39","cc40","cc41","cc44","cc45","cc46","cc48","cc49","cc50","cc51","cc52","cc53","cc54","cc55","cc56","cc57","cc58","cc59","cc60","cc61","cc62","cc63","cc64","cc65","cc66","cc67","cc68","cc69","cc70","cc71","cc72","cc73","cc74","cc76","ccc6","ccc7","ccc8","ccc9","ccc10","ccc11","ccc12","ccc14","ccc15","ccc16","ccc17","ccc19","ccc20","ccc21","ccc22","ccc23","ccc27","ccc28","ccc29","ccc30","ccc31","ccc32","ccc33","ccc35","ccc36","ccc37","ccc39","ccc41","ccc42","ccc44","ccc45","ccc46","ccc47","ccc48","ccc49","ccc50","ccc55","ccc56","ccc57","ccc59","ccc61","ccc63","ccc65","ccc67","ccc69","ccc70","ccc71","ccc72","ccc73","ccc74","cccc6","cccc8","cccc10","cccc12","cccc14","cccc16","cccc18","cccc20","cccc22","cccc24","cccc26","cccc28","cccc41","sephashk"
"34",2,3,1,1,1,5,7,8,2,1,4,4,2,60,1,2,2,2,2,3,3,2,NA,2,3,2,60,1,3,2,NA,2,1,4,1,2,1,1,3,4,2,1,2,5,8,7,1,6,4,1,5,10,10,7,3,2,2,2,2,5,1,4,1,4,2,2,4,4,1,4,2,2,4,4,2,2,2,2,3,2,1,2,3,3,2,1,3,3,3,3,3,3,1,4,4,5,1,2,2,3,3,2,2,3,2,2,2,2,4,1,3,3,7,7,8,3,3,2,3,3,1,3,3,3,2,5,2,4,4,4,2,4,2,40,2,2,1,1,NA,3,3,1,1,1,1,NA,NA,NA,NA,1,1,3,1,2,6,1,1,2,4,2,1,3,4,3,2,58,6,NA,18,5,3,3,2,1,1,2,3,1,7,NA,NA,1,7,NA,10,11,12,26,20,1,NA
"35",2,2,1,4,2,5,2,7,1,4,4,7,6,50,2,2,1,2,2,NA,2,2,2,2,2,2,50,1,3,1,1,3,1,1,1,1,2,4,1,3,2,4,3,6,4,4,2,3,1,1,1,6,3,8,5,2,3,3,5,1,1,5,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,3,3,3,3,2,3,1,1,3,4,5,2,1,1,4,3,2,NA,3,1,3,1,1,3,1,1,1,6,4,8,1,1,3,1,1,1,1,1,3,2,3,3,3,2,3,4,4,2,55,2,2,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,1,17,5,1,3,3,1,1,2,4,3,NA,2,64,5,82,16,3,1,3,3,1,1,3,4,1,2,7,NA,2,7,1,NA,NA,NA,21,20,1,2
"36",2,3,9,3,3,7,8,8,1,4,7,3,7,50,1,1,1,2,1,1,3,2,2,2,2,2,45,2,2,1,1,3,1,2,1,4,1,1,4,3,2,2,4,10,8,5,9,8,5,1,4,10,8,10,6,3,1,3,1,3,2,2,2,1,1,2,4,4,4,1,1,4,4,4,2,1,1,2,1,1,2,2,1,1,3,3,3,3,3,3,3,1,3,1,5,5,3,4,4,4,3,2,2,1,1,2,4,1,3,3,1,4,8,8,8,1,1,1,1,1,1,1,1,1,2,5,4,2,2,3,5,4,1,50,1,4,1,2,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,2,1,15,1,1,1,4,1,2,1,2,3,4,1,2,51,4,63,15,4,3,3,3,1,2,3,2,2,3,NA,NA,2,3,7,6,5,10,22,18,1,2
"37",3,2,1,2,2,7,3,9,1,2,7,1,1,50,1,2,1,2,2,2,2,2,2,2,2,2,40,1,1,2,1,1,1,4,6,3,1,4,3,1,2,6,3,8,3,2,8,4,4,1,1,9,2,9,7,3,2,2,4,5,2,2,3,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,3,1,3,2,1,2,2,1,1,3,1,2,3,1,1,1,2,2,2,3,2,3,1,3,1,1,1,1,2,1,3,1,1,2,7,5,8,1,1,1,1,1,1,1,1,1,2,1,4,3,3,2,5,4,1,45,1,3,1,1,3,3,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,3,2,1,5,2,1,2,1,3,4,1,1,40,4,65,16,4,4,2,4,1,3,3,3,2,3,NA,NA,2,3,NA,6,1,NA,26,18,1,2
"38",2,2,2,2,2,7,6,9,1,2,7,2,1,60,1,2,1,2,2,2,2,2,2,2,2,1,50,1,2,1,1,2,1,2,1,3,2,3,1,4,2,5,3,8,6,5,7,5,4,3,4,8,6,7,6,2,2,3,3,2,1,1,2,3,1,1,3,2,4,2,2,1,3,3,1,1,1,1,1,3,3,1,1,2,3,1,1,2,2,3,2,1,1,2,3,5,2,1,2,2,2,3,2,1,1,3,4,2,3,1,1,3,7,6,9,1,1,1,1,3,1,3,1,3,1,5,2,3,2,3,2,3,1,40,1,3,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,3,2,1,2,3,2,1,2,1,2,4,3,3,1,36,11,NA,14,4,4,1,3,1,3,3,3,2,3,NA,NA,2,3,7,6,8,NA,26,18,1,2
"39",3,3,1,1,1,5,6,5,2,2,4,4,3,50,2,1,1,3,2,3,3,2,2,2,3,4,40,2,2,3,2,2,2,2,1,1,1,3,1,4,2,1,2,4,7,5,1,6,3,1,1,7,7,5,4,3,2,3,3,2,1,1,1,2,2,1,1,2,1,2,1,1,2,3,2,1,2,2,3,2,3,1,1,1,3,1,1,1,1,2,3,1,1,1,3,5,1,1,2,2,2,2,2,3,3,2,2,4,NA,3,1,2,4,6,6,3,2,3,2,2,1,3,2,2,2,5,2,2,3,4,2,4,2,55,2,2,1,1,2,3,3,2,1,2,1,NA,NA,NA,NA,NA,3,3,4,2,6,2,3,1,2,1,2,3,4,2,2,45,NA,NA,14,6,6,2,3,1,2,3,3,1,7,9,NA,1,7,9,3,10,11,22,18,1,NA
"40",2,2,1,2,2,7,5,8,2,3,5,3,1,40,1,2,1,2,2,2,2,2,2,2,2,2,40,1,3,2,1,2,1,4,1,3,2,4,1,3,2,5,3,8,4,3,5,6,3,NA,2,9,4,8,5,3,2,1,3,3,3,3,1,2,1,1,3,4,1,2,1,1,3,4,NA,1,1,1,1,3,3,2,1,3,2,3,3,2,1,3,1,1,1,2,4,5,2,2,2,2,3,1,1,3,1,3,3,1,3,1,1,3,7,6,8,1,3,1,1,3,1,1,3,3,2,5,2,2,3,3,4,4,1,40,1,2,1,1,3,2,1,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,NA,3,1,3,1,2,3,4,3,1,42,9,NA,12,4,6,1,3,1,2,2,3,2,4,7,NA,2,4,7,13,11,12,21,20,1,2
"41",2,3,13,3,20,4,4,4,3,3,4,1,4,50,1,3,1,3,3,4,3,1,2,2,3,3,30,1,1,4,2,3,1,3,1,2,1,4,3,1,2,4,4,5,5,6,7,6,4,3,3,5,4,5,4,3,4,1,3,2,3,3,3,2,3,3,4,4,2,3,2,2,4,4,2,1,2,2,2,1,3,2,3,3,3,3,3,2,2,2,3,3,1,2,3,5,3,4,3,2,2,2,2,3,2,2,3,3,1,1,1,3,8,8,8,3,3,4,4,4,1,2,4,4,1,5,4,4,3,2,4,4,2,30,1,1,1,1,1,4,1,1,21,NA,4,1,NA,NA,NA,18,2,1,17,17,6,1,4,1,3,1,2,4,3,3,1,22,7,NA,13,3,3,1,3,1,1,2,3,21,NA,NA,NA,21,NA,NA,10,11,13,26,18,1,1
"42",5,2,3,3,19,1,5,1,4,1,1,7,7,60,NA,NA,1,4,3,4,4,1,3,4,4,4,60,2,4,4,2,2,2,4,4,1,2,4,2,3,1,2,3,6,8,2,2,6,2,2,2,8,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,2,1,1,1,1,1,3,3,2,2,1,1,3,5,5,1,2,2,3,1,2,2,2,2,2,4,2,3,1,2,2,6,5,8,2,2,2,2,2,2,2,2,2,2,5,3,3,3,3,5,4,2,40,2,3,1,1,3,3,3,1,19,5,5,NA,NA,NA,NA,19,2,1,16,1,2,1,5,1,7,2,4,1,3,2,1,53,NA,NA,12,7,6,1,1,2,NA,3,4,19,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,14,1,NA
"43",2,2,1,2,2,5,6,7,1,3,3,2,2,55,1,1,2,3,2,3,3,2,2,2,2,1,70,1,3,2,1,3,1,4,5,2,1,4,3,2,1,4,3,7,4,4,7,5,4,2,5,7,2,8,5,4,2,2,2,4,2,4,1,1,1,1,4,1,2,1,1,1,4,2,2,1,2,1,1,2,1,1,1,3,2,3,1,1,3,2,2,1,1,2,2,5,2,2,2,2,2,2,2,3,1,1,3,2,3,1,1,2,7,8,8,3,2,1,1,1,1,1,3,1,2,5,4,2,3,4,4,3,2,60,1,2,1,1,1,1,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,1,5,1,2,1,4,2,3,1,1,19,6,NA,13,5,3,2,3,2,NA,2,3,2,3,7,NA,2,3,7,5,11,1,22,20,1,NA
"44",4,3,1,2,20,4,7,1,4,1,1,7,1,60,1,2,1,4,2,4,4,1,1,3,3,4,60,1,1,3,2,1,NA,7,1,1,1,2,1,4,3,4,1,7,8,9,1,10,1,1,1,10,4,8,2,3,1,1,5,3,3,5,1,NA,1,1,4,4,1,1,1,1,4,4,2,NA,2,1,NA,3,1,2,2,3,1,1,1,1,1,1,2,1,1,2,2,2,1,2,3,2,1,3,2,3,3,1,3,3,4,1,1,1,5,7,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,2,3,2,50,1,3,2,1,3,4,1,1,19,NA,5,5,NA,NA,NA,19,2,3,17,17,6,1,1,1,4,2,1,4,3,2,2,18,7,NA,12,6,6,3,2,2,NA,2,2,1,4,NA,NA,19,NA,NA,NA,NA,NA,22,20,1,1
"45",3,3,1,4,20,5,7,6,2,2,3,1,6,40,1,2,2,4,3,2,3,1,2,3,1,4,20,NA,2,NA,2,1,2,4,4,1,2,4,3,2,1,3,3,6,6,2,2,4,2,2,2,7,7,7,4,1,1,1,5,5,5,5,2,2,3,3,4,4,2,2,3,3,4,4,3,3,3,3,4,4,3,2,1,3,3,1,1,3,3,2,2,1,1,3,5,5,1,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,6,5,8,3,3,3,3,3,1,3,3,3,2,5,3,3,3,3,3,3,2,30,2,4,1,1,3,NA,3,1,19,NA,5,NA,NA,NA,NA,14,3,3,2,1,5,1,5,1,7,1,2,4,3,3,2,46,2,56,12,8,6,3,3,1,2,3,3,19,NA,NA,NA,19,NA,NA,NA,NA,NA,26,14,1,1
"46",3,3,1,1,1,1,3,3,1,3,2,3,6,50,1,2,1,4,4,3,4,1,1,4,3,4,30,1,2,4,2,3,1,6,4,1,2,4,1,2,3,6,3,2,10,10,1,9,4,1,1,5,8,2,3,1,2,2,2,4,1,2,1,4,1,1,4,3,1,2,1,1,4,3,2,2,2,2,3,2,3,2,1,3,3,1,3,3,1,3,3,1,1,2,3,5,1,3,2,1,3,2,2,3,4,2,4,1,3,1,1,4,9,9,9,4,1,4,1,3,1,2,3,3,2,5,2,3,2,1,5,4,2,30,1,2,2,1,3,3,3,1,1,1,1,NA,NA,NA,NA,1,3,3,7,17,6,1,5,1,4,2,4,1,3,3,2,22,8,NA,15,6,5,3,1,1,2,2,1,1,4,NA,NA,1,4,NA,11,10,13,22,20,1,1
"47",2,2,20,2,2,6,3,8,1,4,4,1,1,60,1,2,2,2,2,2,2,2,2,1,2,1,50,1,3,1,1,1,1,2,2,2,NA,3,4,2,1,4,1,7,5,3,6,1,5,1,5,10,1,10,5,4,3,1,4,1,1,5,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3,2,3,3,3,1,1,1,3,1,1,1,4,4,3,1,1,1,3,3,3,3,1,3,3,5,9,7,1,3,1,1,1,1,1,3,3,2,5,1,2,3,3,5,4,2,40,2,4,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,3,6,1,4,1,3,1,2,4,3,3,2,49,3,48,16,5,5,2,3,1,4,3,3,2,7,NA,NA,2,3,7,10,8,5,22,20,1,2
"48",2,2,3,2,2,7,3,8,1,4,7,1,1,75,1,1,1,2,1,NA,2,2,2,2,2,1,50,1,4,2,NA,3,1,1,1,4,1,1,4,3,2,3,4,9,2,2,5,4,4,2,5,9,2,9,6,2,4,1,4,4,1,2,4,4,4,4,4,4,4,3,1,4,4,4,1,1,1,1,1,1,3,1,1,1,2,1,3,1,3,2,1,1,1,3,4,5,2,1,5,2,3,2,2,1,1,3,4,3,3,1,3,4,7,6,8,1,1,1,1,1,1,1,1,1,2,6,1,2,3,4,4,4,1,50,1,4,1,1,3,1,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,2,1,2,1,2,NA,NA,1,1,49,4,70,17,7,4,2,3,1,3,2,1,2,17,NA,NA,2,NA,NA,6,8,1,22,20,1,2
"49",4,4,1,3,20,1,5,7,2,3,1,1,2,50,NA,2,1,3,4,4,4,1,1,3,3,1,60,2,1,3,2,2,NA,7,4,1,2,4,1,2,4,3,3,1,2,7,1,10,1,1,1,7,6,1,3,4,1,3,2,4,1,1,1,2,1,1,4,4,1,2,1,1,4,4,2,3,2,2,3,2,3,2,3,1,1,3,1,1,2,1,2,1,1,2,3,4,2,3,5,4,1,2,2,3,2,2,4,2,1,1,3,2,5,5,5,1,3,2,3,2,1,3,3,3,2,1,4,4,3,2,5,4,2,60,NA,1,1,1,2,4,3,1,19,NA,1,NA,NA,NA,NA,4,3,3,9,18,6,1,2,1,3,2,4,1,3,2,2,50,2,49,15,6,3,3,1,1,4,3,2,4,5,6,8,19,NA,NA,NA,NA,NA,22,20,1,1
"50",1,1,3,2,2,7,1,8,1,4,7,1,1,60,1,3,1,2,1,1,2,2,2,1,1,2,60,1,3,1,1,2,1,1,1,4,1,1,4,3,2,6,4,10,1,1,9,1,7,1,7,10,1,10,5,3,3,3,5,2,1,5,4,1,1,3,1,1,4,2,1,3,1,1,1,1,1,1,1,1,3,2,1,1,2,1,3,3,1,2,1,1,1,2,4,5,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,8,5,9,1,1,1,1,1,1,1,1,1,2,6,1,1,4,4,1,4,1,50,1,4,3,3,3,1,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,3,1,2,1,1,1,2,1,2,4,3,2,1,39,9,NA,25,4,4,1,4,1,3,2,3,2,3,NA,NA,2,3,NA,1,6,NA,26,18,1,2
"51",3,3,12,3,7,5,6,6,2,2,6,1,5,65,1,2,2,2,2,2,3,1,2,3,2,1,75,1,3,1,2,2,1,1,1,2,1,4,3,1,2,2,3,7,6,6,7,7,7,1,6,8,6,7,6,3,3,3,4,4,3,2,2,3,1,1,4,3,1,3,1,1,4,3,1,1,1,2,3,3,3,2,1,3,2,3,3,3,3,3,3,3,1,3,5,5,1,2,3,2,1,2,3,3,3,2,3,2,3,1,3,3,7,7,8,1,3,1,3,3,1,1,3,3,2,5,3,3,2,3,5,4,2,35,2,1,1,1,3,1,3,1,7,NA,5,NA,NA,NA,NA,7,2,1,3,3,5,2,3,1,2,1,4,2,3,1,2,40,9,NA,18,4,4,2,3,1,2,2,2,7,NA,NA,NA,7,2,NA,13,11,10,26,18,1,2
"52",3,2,1,2,2,5,1,7,2,2,7,1,1,50,1,3,1,1,1,2,3,2,2,2,2,1,40,1,2,2,1,2,1,2,1,3,1,4,1,3,2,5,3,5,2,1,9,4,3,1,1,10,1,6,6,3,2,3,4,5,3,3,1,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,3,1,3,2,1,1,2,1,3,3,3,2,3,1,1,1,3,5,3,1,1,2,1,2,3,1,3,3,3,1,3,1,1,3,5,5,7,1,1,1,3,3,1,3,3,3,2,4,1,2,3,3,3,4,1,40,1,3,2,2,1,2,3,1,3,NA,2,NA,NA,NA,NA,2,NA,1,2,3,6,1,2,1,2,2,1,4,3,3,2,50,9,NA,16,3,1,2,2,1,4,3,4,2,3,NA,NA,2,3,9,6,8,NA,26,18,1,2
"53",2,3,8,2,2,7,4,9,1,3,7,6,7,50,1,3,2,2,2,2,2,2,2,1,1,2,50,1,3,1,2,1,1,1,1,2,1,4,1,3,2,4,2,10,1,1,10,1,3,1,1,10,1,10,4,4,1,2,3,4,1,4,1,2,1,1,3,1,1,1,1,1,4,1,1,1,1,1,3,1,1,2,1,1,2,1,1,3,1,2,2,1,1,2,3,5,3,1,2,1,3,2,1,1,1,3,1,1,3,1,1,4,5,5,8,3,3,1,1,1,1,1,1,1,2,5,1,2,2,3,5,4,1,50,2,3,1,1,3,2,1,3,2,NA,2,NA,NA,NA,NA,3,2,1,2,1,5,1,2,1,2,1,2,4,3,3,1,87,5,80,16,3,2,3,3,2,NA,4,4,2,3,NA,NA,2,3,7,8,5,6,26,18,1,2
"54",4,2,2,2,2,7,7,9,1,4,7,1,5,60,1,4,1,2,1,1,2,2,3,1,2,2,65,1,2,1,1,4,1,1,1,3,1,4,3,1,2,7,4,10,5,5,8,5,7,2,9,10,5,10,6,2,4,3,3,2,1,3,4,4,4,4,4,4,4,2,4,1,3,4,1,1,1,1,1,1,3,2,1,1,2,3,3,1,3,2,1,1,1,4,3,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,6,9,9,1,1,1,1,1,1,1,1,1,2,1,4,2,2,4,5,4,1,60,2,4,2,2,3,2,1,1,2,3,2,NA,NA,NA,NA,2,2,1,3,16,6,2,2,1,1,2,1,4,3,3,1,28,7,NA,12,2.5,2,1,3,1,1,1,5,2,3,NA,NA,2,3,10,1,6,8,15,10,1,1
"55",3,2,11,2,2,7,6,NA,2,2,6,1,1,50,NA,4,1,2,1,2,3,2,2,2,3,1,50,NA,3,2,2,3,1,2,2,2,1,3,4,1,2,4,4,8,3,1,7,4,3,1,4,9,4,8,6,3,4,3,5,2,1,5,3,3,1,4,2,4,3,1,1,3,3,4,1,1,1,1,1,1,3,1,1,3,2,1,3,1,3,2,1,1,1,3,2,5,1,1,1,3,4,1,3,1,1,1,1,1,3,1,1,1,7,8,8,1,1,1,1,1,1,1,1,1,2,5,2,2,4,4,5,4,1,50,NA,4,1,1,1,2,2,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,1,2,2,1,4,2,3,1,2,74,3,56,16,3,1,3,4,2,NA,3,2,2,3,NA,NA,2,3,9,6,8,11,23,18,1,2
"56",3,3,1,1,1,6,7,NA,2,2,4,4,2,60,NA,2,2,4,2,3,4,1,2,3,3,2,50,NA,2,2,2,1,1,4,8,2,1,3,4,1,2,3,4,4,7,4,3,3,1,1,1,7,7,4,3,2,1,2,2,5,4,3,1,3,3,2,2,2,1,3,2,2,2,2,2,1,2,2,3,2,1,2,1,2,2,3,1,3,3,3,2,1,1,2,5,5,2,1,1,2,2,2,1,3,2,2,3,2,3,1,3,3,7,7,8,3,3,2,1,3,1,3,2,3,2,6,1,2,2,2,3,4,1,50,NA,2,1,1,2,4,3,1,1,NA,1,NA,NA,NA,NA,1,3,2,4,17,6,1,3,1,3,1,2,3,4,1,1,25,9,NA,13,4,3,1,3,1,1,2,3,1,2,NA,NA,1,2,7,10,11,13,23,18,1,2
"57",5,3,1,3,3,4,5,7,3,3,2,1,6,20,2,3,1,3,2,2,4,1,2,3,3,2,50,1,2,2,2,4,1,3,4,1,1,4,3,1,2,3,2,6,4,4,7,1,1,1,1,8,4,6,4,3,2,3,2,3,1,1,1,3,1,1,3,2,2,3,1,1,2,2,1,2,1,1,3,1,3,2,1,1,2,3,1,3,2,3,2,3,3,2,5,5,2,4,1,3,4,1,1,1,1,2,3,2,3,1,1,3,8,1,9,1,1,1,1,1,1,2,1,3,2,2,4,3,3,3,5,4,2,20,2,3,1,1,1,3,1,1,3,4,2,NA,NA,NA,NA,3,2,1,18,17,6,1,5,1,2,1,4,2,3,3,1,23,6,NA,12,2.5,2,2,4,1,1,2,2,19,NA,NA,NA,3,2,18,21,21,21,12,10,1,NA
"58",3,2,1,2,9,6,4,6,3,3,4,2,5,40,1,3,2,2,1,1,3,2,3,1,2,2,70,1,2,1,1,4,1,1,1,3,2,2,3,1,4,4,4,9,7,8,6,9,6,4,4,8,6,9,4,2,4,3,3,2,1,3,4,4,3,3,3,4,4,2,4,1,3,4,1,1,1,1,2,1,3,2,1,1,2,3,2,1,3,2,1,2,2,4,3,5,3,2,3,2,2,1,1,1,1,1,2,2,1,1,1,1,6,8,8,1,1,1,1,1,1,1,1,2,2,6,4,4,4,1,5,4,1,97,2,4,1,1,3,4,1,1,9,5,2,NA,NA,NA,NA,9,2,3,17,18,6,1,5,1,3,1,2,4,3,3,2,24,3,93,10,2.5,2,3,4,2,NA,2,4,9,NA,NA,NA,9,1,3,7,4,5,15,10,1,2
"59",2,2,1,2,2,8,5,9,1,3,7,1,1,66,1,2,1,1,1,2,2,2,2,2,2,2,66,1,3,1,NA,3,1,2,1,3,1,1,3,4,2,3,4,10,6,1,9,5,5,1,1,NA,4,10,6,2,3,3,5,5,2,5,2,2,2,1,4,2,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,2,1,1,1,2,3,5,1,1,5,2,3,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,2,5,4,4,4,2,5,4,1,55,1,4,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,3,1,2,4,3,1,1,73,3,45,16,3.5,NA,2,3,2,NA,3,3,2,3,NA,NA,2,3,4,6,8,5,21,20,1,2
"60",2,2,1,2,2,6,4,8,2,2,6,2,2,97,1,3,1,2,2,2,2,2,3,2,3,2,97,1,3,2,1,2,1,2,4,3,1,4,3,2,1,3,3,9,5,3,9,3,5,4,4,9,5,9,5,3,4,2,3,3,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,5,2,2,2,3,3,2,1,1,1,1,NA,3,1,3,1,1,6,6,8,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,4,4,1,1,1,3,2,2,1,2,3,1,2,4,2,NA,NA,NA,NA,2,3,1,16,1,6,1,3,2,2,1,4,2,3,3,2,26,7,NA,13,2,2,1,3,1,2,3,3,2,3,NA,NA,2,3,9,6,8,5,26,10,1,1
"61",4,3,1,2,2,3,5,7,3,2,3,3,4,30,1,3,2,2,2,2,3,2,2,2,3,3,20,2,3,1,2,1,2,5,4,2,2,4,3,2,1,4,2,8,3,6,8,5,5,1,5,9,3,6,5,3,3,2,4,2,4,4,2,3,1,1,3,3,2,3,1,1,3,3,1,1,1,1,1,3,3,2,1,3,3,1,1,1,3,2,2,1,3,3,4,4,2,2,2,3,3,2,1,1,4,3,3,2,2,1,1,4,4,6,7,4,4,1,1,4,1,4,1,4,2,4,4,4,3,3,4,3,2,60,1,2,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,5,1,5,1,2,1,2,3,4,1,2,22,6,NA,12,6,5,2,3,1,1,2,2,1,2,3,NA,2,3,1,11,8,5,26,20,1,NA
"62",4,3,1,1,1,5,6,7,2,4,1,3,5,40,1,2,1,4,3,4,3,1,2,3,3,4,30,2,2,2,2,1,2,7,4,1,2,2,1,3,4,3,3,5,9,5,6,4,4,1,1,8,8,7,3,3,3,3,2,5,1,1,1,2,1,1,3,1,1,1,1,1,3,1,2,2,2,2,3,2,3,2,3,2,2,1,1,2,3,1,2,1,1,1,2,5,2,2,5,2,3,3,2,3,2,2,4,2,4,1,3,3,6,8,7,1,2,2,2,2,1,2,2,2,1,5,1,2,4,3,4,3,2,45,1,2,1,1,1,2,3,1,1,1,1,NA,NA,NA,NA,1,2,1,17,17,6,1,5,2,4,2,1,4,3,1,1,21,10,NA,12,5,5,2,4,2,NA,3,2,1,6,7,NA,1,7,2,12,11,13,26,20,1,2
"63",3,3,1,3,1,4,NA,5,3,2,1,1,3,50,2,3,1,1,3,3,3,1,1,2,3,2,30,2,3,2,2,2,1,6,1,1,2,1,2,3,4,4,4,2,4,NA,5,2,2,1,1,7,1,2,3,1,3,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,2,3,2,1,3,2,3,3,2,2,2,3,2,1,1,1,5,3,2,5,1,2,4,4,3,4,4,4,2,3,4,1,4,5,NA,8,4,4,4,1,4,1,2,3,1,2,4,3,4,4,3,4,4,2,20,2,2,1,1,2,2,2,1,18,NA,4,2,NA,NA,NA,18,2,2,17,17,6,1,5,1,7,NA,NA,NA,NA,NA,1,27,5,93,17,4,2,3,3,1,5,3,2,18,NA,NA,NA,18,NA,NA,NA,NA,NA,26,20,1,2
"64",2,2,1,2,2,6,5,6,2,2,6,2,1,70,1,1,1,2,2,2,2,2,2,3,2,2,40,1,4,1,NA,2,1,2,1,3,2,1,3,4,2,4,4,9,3,2,7,4,2,1,3,10,2,9,5,3,2,3,4,2,2,5,2,1,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,2,1,1,3,2,2,2,1,3,NA,3,5,1,2,1,2,2,3,1,1,1,1,3,2,3,1,3,1,7,7,7,1,1,1,1,1,1,1,1,1,2,5,2,2,4,1,2,4,1,60,1,4,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,2,2,1,2,1,6,1,5,2,2,1,2,NA,NA,1,2,63,3,57,17,4,1,3,3,1,3,3,1,2,NA,NA,NA,2,3,7,10,11,12,26,20,1,2
"65",3,2,33,2,2,7,5,NA,2,4,6,1,1,50,NA,3,3,3,2,2,2,2,3,3,4,2,1,NA,3,2,1,2,1,4,6,3,2,3,4,2,1,4,4,8,2,1,7,1,3,1,1,7,1,7,7,4,4,3,2,3,1,1,3,2,1,1,1,2,3,1,2,2,2,2,1,1,1,1,1,3,3,1,1,3,2,3,1,3,1,2,3,1,1,1,4,5,2,1,2,1,4,3,3,3,4,1,4,2,3,1,3,4,9,9,9,1,3,1,3,4,1,4,3,3,2,5,1,1,3,4,5,4,1,45,NA,4,2,2,1,2,3,1,3,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,1,4,1,1,2,1,4,3,3,2,21,6,NA,12,3.5,3,2,4,1,3,2,3,3,NA,NA,NA,3,2,7,5,8,4,26,18,1,NA
"66",2,2,1,2,2,5,5,7,1,4,6,2,5,60,1,2,1,3,2,3,2,2,2,2,2,3,30,2,3,1,NA,2,1,2,1,2,2,1,3,4,2,3,3,8,6,2,5,4,1,1,1,9,7,8,3,3,3,3,4,5,2,2,1,2,2,2,3,3,1,2,2,2,3,3,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,3,3,1,1,2,4,5,2,1,3,2,2,3,1,1,1,3,3,2,4,1,1,1,6,6,6,1,3,3,1,1,1,1,1,1,2,4,2,2,4,3,4,4,1,30,NA,4,1,1,1,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,5,1,2,2,3,1,2,4,3,1,1,50,3,65,15,5,5,2,3,1,3,2,2,2,3,NA,NA,2,3,1,10,11,12,26,20,1,2
