"","date","id","version","age","age_group","sex","v5","v6","v7","v8","v9","v10","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45A","v45B","v45C","v45D","v45E","v45F","v45G","v45H","v45I","v45J","v46A","v46B","v46C","v46D","v46E","v46F","v46G","v46H","v46I","v46J","v46K","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v59","v60","v61","v62","v63","v64","v65","v66","v103","v67","v69","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v86","v87","v89","v90","v91","v92","v93","v98_B","v100","v101","v102","v88","v104","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129_B","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v156","week","a_date","a_age","a_agegroup","a_sex","a_religion","a_educ","a_v1","a_v2","a_v3","a_v4","a_v5A","a_v6","a_v7A","a_v8","a_v9","a_v10","a_v11","a_v12","a_v13","a_v14","a_v5B","a_v7B","a_v15","a_v16","a_v20","a_v22"
"282","30/12/2012",99999,1,18,1,2,1,2,2,46,4,5,1,2,1,2,2,NA,NA,NA,NA,2,1,2,3,1,1,3,NA,4,NA,NA,NA,1,4,1,1,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,2,1,3,2,1,1,1,2,1,1,1,NA,NA,NA,3,6,1,NA,NA,2,4,99,97,3,NA,4,2,2,4,4,9,1,4,4,NA,1,2,1,6,1,1,NA,NA,NA,4,NA,NA,NA,12,4,1,6,NA,NA,9,1,4,1,6,7,2,2,3,7500,2,2,4,1,"14/02/2013",18,1,2,2,12,2,98,5,98,2,4,3,4,2,4,2,4,4,2,2,4,1,6,2,4
"283","30/12/2012",2663,1,38,3,1,1,5,4,30,5,5,1,1,1,3,3,NA,NA,NA,NA,1,1,3,3,1,2,3,NA,3,NA,NA,NA,1,1,1,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,2,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,4,6,3,NA,NA,2,2,18,18,3,NA,4,2,1,2,4,3,4,3,3,NA,8,3,8,1,2,2,3,1,NA,2,NA,NA,NA,12,4,1,1,1,69,2,1,5,5,3,6,2,2,3,1192,2,2,54,1,"13/02/2013",38,3,1,2,12,1,18,6,18,2,4,4,4,4,4,2,3,4,4,4,3,4,6,2,54
"284","30/12/2012",1854,1,99,9,1,1,9,9,60,4,2,4,4,2,1,2,1,2,3,4,2,1,2,1,2,4,1,3,2,NA,NA,NA,9,3,2,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,1,1,2,1,1,1,3,1,2,3,3,3,1,NA,NA,NA,1,6,5,NA,NA,1,2,1,2,1,NA,4,3,4,1,2,2,3,9,2,NA,8,8,1,1,2,2,2,1,NA,3,3,2002,1,15,7,1,1,1,31,2,1,9,5,4,6,1,1,2,7900,3,1,52,1,"03/02/2013",44,4,1,9,16,1,5,4,15,2,4,3,4,1,4,1,2,4,5,5,3,5,2,3,52
"285","30/12/2012",1967,2,50,5,1,1,2,3,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,0,0,NA,NA,NA,2,4,6,3,0,1,0,NA,0,NA,NA,4,3,2,7,3,3,5,4,4,1,1,4,4,4,1,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,4,5,4,1,2,4,98,97,7,1,4,2,1,2,NA,NA,NA,NA,NA,1,8,3,1,1,2,2,2,1,18,3,NA,NA,NA,21,8,1,1,1,8,1,1,7,6,5,4,1,2,3,634,2,2,3,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","30/12/2012",99999,1,99,6,1,1,3,2,30,9,9,4,1,1,3,3,NA,NA,NA,NA,1,1,1,3,1,2,3,NA,4,NA,NA,NA,3,1,4,4,1,4,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,2,1,3,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,3,1,1,NA,NA,2,3,99,99,4,NA,4,2,2,1,9,9,9,9,9,NA,8,8,8,1,2,2,3,1,NA,3,NA,NA,NA,9999,2,1,3,NA,99,9,9,97,5,3,2,3,4,3,502,2,2,4,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","30/12/2012",99999,1,41,4,2,1,3,3,34,5,5,3,1,1,1,2,NA,NA,NA,NA,1,1,2,3,1,1,1,NA,3,NA,NA,NA,4,1,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,3,1,3,3,1,1,1,2,1,1,1,NA,NA,NA,3,5,5,NA,NA,2,1,2,3,4,NA,4,4,2,1,4,1,1,2,4,NA,8,3,2,1,2,2,1,1,NA,3,NA,NA,NA,12,4,1,4,NA,NA,9,1,2,1,4,5,3,2,1,2710,2,2,50,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","30/12/2012",99999,1,27,2,1,1,1,2,22,3,3,2,1,1,1,2,NA,NA,NA,NA,1,1,1,3,1,4,1,NA,2,NA,NA,NA,1,4,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,5,5,NA,NA,3,1,18,18,1,NA,4,4,2,1,4,1,4,4,4,NA,8,8,8,6,1,1,NA,NA,NA,3,NA,NA,NA,12,4,1,1,2,61,2,1,2,5,2,7,1,4,1,7500,2,2,4,1,"04/02/2013",27,2,1,2,12,2,98,9,100,1,4,4,4,5,3,4,4,4,3,3,3,3,3,2,4
"289","30/12/2012",4051,2,87,8,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,9,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,10,5,10,99,5,99,3,NA,NA,NA,10,5,8,6,10,4,99,3,NA,NA,NA,2,1,2,2,1,1,3,2,9,4,1,2,1,1,1,9,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,9,5,5,1,3,1,1,2,1,3,1,3,4,3,NA,NA,NA,NA,NA,1,8,8,8,5,2,1,NA,NA,NA,3,7,NA,NA,15,5,2,3,NA,16,1,2,2,7,2,1,3,1,2,5000,1,1,3,2,"30/01/2013",87,8,2,1,14,1,98,6,100,4,3,4,9,2,3,4,4,3,4,2,9,9,6,1,3
"290","30/12/2012",4063,1,87,8,2,1,5,4,30,9,5,2,1,1,4,2,4,3,1,2,1,3,2,3,1,3,1,4,4,NA,NA,NA,4,4,4,4,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,2,1,2,1,1,9,9,1,9,2,1,1,1,NA,NA,NA,1,1,6,NA,NA,1,3,2,3,9,NA,1,1,4,9,1,4,3,4,1,NA,8,8,1,5,2,1,NA,NA,NA,1,2,1934,NA,12,4,1,3,NA,33,2,3,4,7,1,2,9,1,1,5000,1,1,3,2,"30/01/2013",86,8,2,1,12,2,98,9,100,1,5,2,5,3,3,1,4,5,5,4,3,6,6,1,3
"291","30/12/2012",4284,2,34,3,1,1,2,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,3,5,2,2,4,NA,NA,NA,6,5,7,5,6,7,6,4,NA,NA,NA,2,1,2,3,2,4,3,3,3,3,1,1,3,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,6,4,5,1,1,2,9,97,2,3,3,3,1,1,2,NA,NA,NA,NA,NA,2,1,3,1,6,1,1,NA,NA,NA,2,4,NA,NA,14,5,1,1,1,99,9,1,97,7,99,1,2,1,1,8400,1,1,8,2,"28/01/2013",35,3,1,1,14,1,99,5,99,5,1,5,5,3,4,3,4,4,3,2,3,9,5,1,8
"292","30/12/2012",4360,2,72,7,2,1,3,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,9,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,5,5,0,0,NA,NA,NA,2,5,2,3,9,2,4,9,9,3,4,4,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,5,1,6,5,1,2,2,4,4,4,2,3,2,1,2,NA,NA,NA,NA,NA,3,9,8,9,1,2,1,2,5,4,1,3,1998,1,16,7,1,3,NA,NA,9,2,3,4,3,3,4,5,1,2610,1,1,2,2,"12/02/2013",72,7,2,9,15,1,4,3,1,2,5,3,4,2,4,2,4,2,3,4,4,6,2,3,2
"293","30/12/2012",4064,1,80,8,2,1,1,1,15,3,3,9,1,1,3,3,4,3,2,1,1,1,1,3,2,4,1,9,4,NA,NA,NA,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,2,1,2,1,1,1,2,1,3,1,2,1,1,NA,NA,NA,5,1,6,NA,NA,1,1,99,99,9,NA,4,3,4,2,2,2,3,2,2,NA,8,8,8,5,2,2,NA,NA,NA,1,9,NA,NA,8,2,1,3,NA,45,2,3,97,9,99,99,9,9,9,7900,1,1,3,2,"30/01/2013",80,8,2,1,8,1,1,6,100,4,3,9,9,9,3,9,4,4,3,3,9,1,6,1,3
"294","30/12/2012",4285,2,70,7,2,1,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,1,4,1,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,3,3,5,2,4,7,7,1,3,1,3,1,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,97,2,2,1948,NA,12,4,1,3,NA,99,2,2,4,4,3,2,3,1,2,5000,1,1,3,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","30/12/2012",4265,1,75,7,2,1,2,9,36,3,3,3,2,2,2,2,4,1,2,3,3,1,3,2,2,3,2,1,2,NA,NA,NA,2,2,3,3,9,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,3,1,1,3,3,1,1,3,3,1,1,NA,NA,NA,2,1,5,NA,NA,2,1,99,1,3,NA,9,2,4,2,3,2,2,9,3,NA,8,2,1,3,1,1,NA,NA,NA,3,7,NA,NA,15,8,1,3,NA,2,1,2,4,7,3,1,3,1,3,6600,1,1,77,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","30/12/2012",4329,1,73,7,2,1,3,4,4,4,3,2,9,1,3,2,3,4,1,2,1,1,2,3,2,1,3,4,3,NA,NA,NA,2,4,4,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,2,1,1,3,3,1,2,2,1,1,1,NA,NA,NA,5,4,5,NA,NA,2,1,97,1,3,NA,4,3,2,3,3,1,3,4,4,NA,8,3,1,1,2,1,1,1,NA,1,4,NA,NA,18,8,2,3,NA,15,1,1,10,3,99,2,1,1,1,1015,1,1,2,2,"28/01/2013",73,7,2,1,18,1,4,1,99,2,4,4,4,2,5,3,4,4,4,4,4,1,6,1,2
"297","30/12/2012",4418,2,65,6,2,1,3,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,0,7,8,5,0,0,NA,NA,NA,10,5,5,7,8,0,7,5,NA,NA,NA,2,2,2,5,2,2,2,2,1,2,2,2,2,2,2,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,5,5,1,1,2,97,99,4,1,4,3,4,1,NA,NA,NA,NA,NA,3,8,4,1,1,2,1,2,2,99,3,1,1952,NA,10,2,1,3,NA,16,2,4,1,4,3,2,3,1,2,3000,1,1,2,2,"28/01/2013",65,6,2,1,10,1,99,6,99,4,2,4,4,2,2,4,4,4,4,2,3,5,5,1,2
"298","30/12/2012",4070,1,45,4,2,1,3,3,18,5,5,3,1,1,4,3,3,4,2,1,1,2,1,3,2,2,3,4,3,NA,NA,NA,3,9,3,3,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,3,1,3,3,1,1,1,3,1,1,1,NA,NA,NA,3,5,6,NA,NA,1,1,97,13,7,NA,3,1,4,2,4,2,2,3,3,NA,8,8,8,3,2,1,NA,NA,NA,1,3,1992,1,15,8,1,1,2,45,2,1,97,9,3.5,4,3,1,1,4000,1,1,52,2,"30/01/2013",99,8,2,1,15,2,98,9,100,4,4,4,4,4,5,3,4,4,4,4,4,4,2,1,52
"299","30/12/2012",4441,1,99,6,1,1,3,3,18,4,3,3,2,2,3,2,1,4,3,2,1,1,2,1,2,4,2,2,2,NA,NA,NA,4,3,4,4,9,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,1,3,1,1,3,3,1,2,2,2,1,1,NA,NA,NA,3,1,5,NA,NA,2,1,82,2,5,NA,3,2,1,2,3,1,1,2,4,NA,1,2,1,1,2,2,2,1,NA,2,6,NA,NA,18,7,1,3,NA,0,1,2,97,4,5,3,2,1,2,8400,1,1,8,2,"29/01/2013",NA,6,1,1,18,1,9,9,99,5,4,5,5,5,5,4,5,5,4,2,2,4,6,1,8
"300","30/12/2012",4270,2,60,6,1,1,3,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,6,6,4,0,6,8,NA,NA,NA,4,99,6,1,1,7,7,8,NA,NA,NA,5,1,2,2,2,3,1,1,4,4,1,1,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,3,5,4,1,2,1,8,1,5,3,3,2,1,4,NA,NA,NA,NA,NA,1,8,8,1,1,2,2,1,2,99,2,5,NA,NA,12,4,1,1,9,33,2,1,6,3,4,3,3,1,1,6900,1,1,52,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","30/12/2012",4253,1,77,7,1,1,3,2,1,3,3,2,9,9,2,2,4,1,9,9,9,1,9,1,9,4,9,3,2,NA,NA,NA,9,3,4,4,9,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,6,1,1,2,1,1,3,9,1,1,9,9,1,1,NA,NA,NA,5,4,5,NA,NA,2,1,99,99,9,NA,3,3,1,4,9,2,9,4,4,NA,8,8,1,1,2,1,9,1,NA,3,2,1949,NA,12,3,1,2,1,42,2,1,97,9,4,2,2,1,2,3000,1,1,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","30/12/2012",4469,2,69,6,1,1,1,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,9,1,1,8,4,0,0,NA,NA,NA,10,1,5,3,6,2,9,0,NA,NA,NA,2,2,1,5,5,2,5,1,9,9,3,3,4,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,5,4,4,1,1,1,1,2,1,3,9,2,1,4,NA,NA,NA,NA,NA,1,8,2,1,1,2,1,3,1,1,2,1,1950,NA,12,4,1,2,9,80,2,2,99,4,4,2,2,1,2,8300,1,1,3,2,"07/02/2013",69,6,1,1,12,1,1,6,1,5,2,4,5,1,2,1,4,4,2,1,2,3,2,1,3
"303","30/12/2012",4367,2,72,7,2,1,4,9,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,8,7,0,0,0,10,NA,NA,NA,2,5,4,1,0,2,0,9,NA,NA,NA,3,3,1,2,2,3,2,5,5,2,2,1,1,1,1,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,1,1,5,1,2,2,8,8,5,2,1,3,2,4,NA,NA,NA,NA,NA,2,9,9,1,5,2,1,NA,NA,NA,1,6,NA,NA,16,6,1,3,NA,NA,9,2,4,7,3,1,3,1,1,4000,1,1,4,2,"30/01/2013",72,7,2,1,16,1,8,6,100,3,4,4,5,3,4,1,2,4,4,4,4,4,6,1,4
"304","30/12/2012",4335,1,65,6,1,1,2,2,59,3,3,4,4,2,3,2,2,3,1,4,1,2,2,1,2,4,1,3,3,NA,NA,NA,3,3,4,4,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,1,3,1,1,1,3,3,2,1,9,1,1,NA,NA,NA,5,4,5,NA,NA,2,1,1,7,1,NA,1,3,4,1,2,1,3,3,2,NA,1,2,1,1,2,1,2,1,NA,2,1,1955,NA,15,7,2,3,NA,22,1,2,8,5,7,2,3,1,2,7100,1,1,8,2,"30/01/2013",99,6,1,1,15,1,99,2,99,4,4,4,4,1,3,3,4,2,5,2,2,5,2,1,8
"305","30/12/2012",4410,2,50,5,2,1,1,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,4,9,9,5,9,5,NA,NA,NA,7,0,9,2,8,9,9,3,NA,NA,NA,5,1,2,5,5,3,4,5,5,5,3,3,4,1,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,5,5,4,1,1,1,97,2,4,3,1,2,4,1,NA,NA,NA,NA,NA,1,1,8,1,1,2,1,2,1,97,3,6,NA,NA,16,8,1,3,NA,99,2,2,97,4,4,2,2,1,2,4000,1,1,4,2,"28/01/2013",50,5,2,1,16,1,1,6,4,4,4,5,5,3,2,3,3,1,5,1,4,5,12,1,4
"306","30/12/2012",4515,2,66,6,2,1,3,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,5,10,5,0,8,7,NA,NA,NA,5,4,8,2,2,8,5,7,NA,NA,NA,2,1,1,1,5,1,1,5,5,1,2,3,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,5,5,4,1,2,1,3,1,5,3,1,2,2,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,1,1,1,3,2,3,1967,NA,17,8,1,2,1,40,1,2,97,4,4,2,3,1,1,6400,1,1,9,2,"28/01/2013",67,6,2,1,18,1,4,5,3,2,5,4,4,2,4,2,4,4,4,4,4,5,10,1,9
"307","30/12/2012",4271,2,73,7,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,7,7,4,1,99,2,NA,NA,NA,7,7,7,0,3,7,7,7,NA,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,6,6,6,5,1,2,2,97,3,5,3,2,2,1,4,NA,NA,NA,NA,NA,1,8,8,1,1,2,1,2,2,2,1,2,1965,NA,12,4,2,3,NA,31,1,2,5,3,4.5,2,3,1,1,4000,1,1,4,2,"30/01/2013",76,7,2,1,12,1,4,2,4,4,3,9,2,2,4,2,4,4,4,3,4,4,2,1,4
"308","30/12/2012",4080,1,85,8,2,1,3,4,27,4,3,2,3,1,2,2,3,4,1,2,1,1,2,3,2,2,9,4,4,NA,NA,NA,2,4,4,3,9,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,1,2,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,6,NA,NA,1,1,2,3,4,NA,4,4,1,4,3,1,1,4,3,NA,8,8,1,5,2,1,NA,NA,NA,2,1,1949,NA,8,1,1,3,NA,NA,9,3,4,7,4,2,3,1,1,2620,1,1,3,2,"30/01/2013",85,8,2,1,8,1,2,6,100,2,3,4,4,2,4,3,2,3,4,3,4,5,6,1,3
"309","30/12/2012",4437,1,69,6,1,1,3,9,35,3,4,2,1,1,4,4,4,3,1,2,1,3,9,1,2,2,2,4,4,NA,NA,NA,2,3,4,4,9,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,1,2,1,1,9,3,1,3,3,3,1,1,NA,NA,NA,3,1,6,NA,NA,2,1,97,82,4,NA,4,3,1,2,3,1,1,4,4,NA,8,3,1,1,2,1,2,1,NA,2,1,1958,NA,16,5,1,3,NA,31,2,2,7,4,4,2,2,1,1,6400,1,1,9,2,"29/01/2013",70,7,1,1,16,1,2,1,2,3,4,3,5,3,4,1,2,4,4,4,3,5,2,1,9
"310","30/12/2012",4596,1,66,6,2,1,3,3,11,9,3,1,9,1,3,9,4,1,3,9,3,1,9,1,1,1,9,1,4,NA,NA,NA,1,1,4,4,9,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,3,2,1,9,9,9,9,1,2,9,1,1,NA,NA,NA,5,1,5,NA,NA,2,9,2,97,7,NA,1,9,2,3,1,9,9,9,9,NA,8,3,1,1,2,1,2,1,NA,4,6,NA,NA,12,3,2,3,NA,37,1,3,4,3,2,2,3,1,3,8600,1,1,3,2,"28/01/2013",65,6,2,1,12,1,99,1,1,3,4,3,4,4,4,3,2,3,4,4,4,4,8,1,3
"311","30/12/2012",4541,2,66,6,2,1,3,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,4,2,5,5,NA,NA,NA,5,6,5,5,2,6,3,3,NA,NA,NA,3,3,2,2,1,1,1,1,1,1,2,2,4,4,2,2,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,4,1,2,2,97,1,4,2,3,2,1,4,NA,NA,NA,NA,NA,1,1,4,1,5,2,1,NA,NA,NA,2,4,NA,NA,15,7,1,3,NA,15,1,2,4,7,3.5,1,2,1,1,8200,1,1,4,2,"07/02/2013",67,6,2,1,15,1,4,3,1,4,4,3,4,2,4,2,3,3,4,2,3,4,6,1,4
