"","date","id","version","age","age_group","sex","v5","v6","v7","v8","v9","v10","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45A","v45B","v45C","v45D","v45E","v45F","v45G","v45H","v45I","v45J","v46A","v46B","v46C","v46D","v46E","v46F","v46G","v46H","v46I","v46J","v46K","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v59","v60","v61","v62","v63","v64","v65","v66","v103","v67","v69","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v86","v87","v89","v90","v91","v92","v93","v98_B","v100","v101","v102","v88","v104","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129_B","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v156","week","a_date","a_age","a_agegroup","a_sex","a_religion","a_educ","a_v1","a_v2","a_v3","a_v4","a_v5A","a_v6","a_v7A","a_v8","a_v9","a_v10","a_v11","a_v12","a_v13","a_v14","a_v5B","a_v7B","a_v15","a_v16","a_v20","a_v22"
"904","08/01/2013",10234,1,40,4,2,1,3,9,1,4,4,4,4,2,3,1,1,2,3,4,3,1,2,1,4,4,1,1,3,NA,NA,NA,4,1,9,4,9,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,1,1,1,1,1,3,3,1,1,3,2,1,1,NA,NA,NA,3,2,1,NA,NA,1,2,7,7,2,NA,4,3,4,1,2,4,2,1,3,NA,8,4,8,1,2,2,1,3,NA,4,5,NA,NA,15,7,2,1,1,16,1,1,5,6,4,8,3,1,4,8300,1,1,3,3,"29/01/2013",40,4,2,1,15,1,99,1,99,4,3,4,4,2,2,2,2,2,4,4,4,5,1,1,3
"905","08/01/2013",8189,1,82,8,2,1,3,3,18,3,3,3,9,1,4,2,4,2,1,3,3,3,3,3,4,2,1,9,9,NA,NA,NA,3,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,99,2,1,3,1,3,1,2,1,3,3,3,1,1,NA,NA,NA,2,1,6,NA,NA,2,9,97,7,2,NA,9,9,1,2,4,4,2,2,4,NA,8,8,1,5,2,1,NA,NA,NA,3,1,1956,NA,9,1,2,3,NA,NA,9,2,3,7,2.5,1,4,1,3,6200,1,1,3,3,"13/02/2013",82,8,2,1,9,1,1,6,100,4,3,4,4,4,4,2,2,4,4,2,3,5,2,1,3
"906","08/01/2013",9306,1,53,5,1,1,3,4,33,3,4,3,4,2,1,3,2,4,1,3,2,3,3,1,2,4,1,4,2,NA,NA,NA,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,1,3,1,3,3,3,1,3,3,3,1,1,NA,NA,NA,3,2,4,NA,NA,1,1,1,4,3,NA,4,3,1,4,3,3,3,3,3,NA,9,9,9,1,2,1,2,1,NA,2,3,1998,1,14,5,1,1,1,84,2,1,5,5,4,4,3,9,1,7100,3,1,50,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","08/01/2013",10238,1,40,4,2,1,2,2,27,3,3,3,2,1,3,3,1,3,4,2,1,2,3,2,2,3,1,2,1,NA,NA,NA,3,3,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,1,2,1,1,1,2,1,1,3,3,1,1,NA,NA,NA,4,5,5,NA,NA,2,1,1,2,1,NA,4,2,1,3,3,2,9,2,3,NA,2,3,1,1,2,2,1,2,NA,2,3,1990,1,16,7,1,1,1,15,1,1,10,4,5,4,3,1,2,166,1,1,8,3,"03/02/2013",40,4,2,1,16,1,1,6,1,3,3,4,4,1,3,2,3,4,5,3,4,5,2,1,8
"908","08/01/2013",8240,2,70,7,1,1,3,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,10,0,0,0,5,0,NA,NA,NA,1,10,0,0,0,5,0,0,NA,NA,NA,3,3,4,1,1,1,1,5,9,2,1,1,2,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,6,5,4,1,3,1,18,3,4,3,1,4,2,1,NA,NA,NA,NA,NA,1,8,2,1,1,2,1,2,1,2,2,7,NA,NA,13,5,1,3,NA,23,1,2,6,7,5,2,3,1,1,5000,1,1,3,3,"28/01/2013",70,7,1,1,13,1,2,5,2,3,4,9,4,2,5,2,2,4,5,5,5,4,2,1,3
"909","08/01/2013",9386,1,53,5,1,1,3,4,27,5,4,1,1,1,4,1,4,1,2,2,1,1,1,1,1,1,2,2,4,NA,NA,NA,2,4,4,3,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,3,3,1,1,9,2,1,1,1,NA,NA,NA,5,5,1,NA,NA,3,1,4,3,5,NA,4,4,3,2,4,1,1,4,4,NA,8,3,1,1,2,1,2,1,NA,2,4,NA,NA,23,8,1,2,1,43,2,1,10,5,4,2,9,1,1,7800,1,1,4,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","08/01/2013",8487,1,70,7,2,1,3,1,33,5,3,1,9,1,4,1,1,4,2,3,3,3,3,3,4,4,1,4,9,NA,NA,NA,2,2,4,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,6,1,6,NA,NA,1,1,1,2,1,NA,3,4,4,1,3,2,3,2,3,NA,8,8,1,1,2,1,9,1,NA,3,1,1943,NA,9,1,2,3,NA,92,2,2,2,1,2,2,3,1,3,1139,1,1,50,3,"05/02/2013",70,7,2,1,99,1,1,6,1,4,4,4,4,2,4,4,2,3,3,2,3,1,3,1,50
"911","08/01/2013",9327,1,53,5,2,1,4,3,30,4,3,3,3,1,2,1,3,4,1,2,1,1,3,3,2,3,2,4,3,NA,NA,NA,3,4,2,9,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,2,1,3,3,3,1,1,1,2,1,1,NA,NA,NA,1,6,4,NA,NA,1,2,97,4,3,NA,4,1,1,4,3,1,2,3,3,NA,8,8,8,1,2,2,1,1,NA,1,3,2001,1,12,6,1,6,NA,47,2,1,5,2,4,5,9,9,1,2630,3,1,8,3,"07/02/2013",53,5,2,3,13,2,98,9,1,4,4,4,4,1,3,1,3,5,5,2,3,5,2,3,8
"912","08/01/2013",10322,1,40,4,1,1,5,4,47,5,3,1,4,2,3,1,4,3,2,1,2,3,3,1,1,1,2,4,2,NA,NA,NA,2,2,2,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,1,2,2,1,2,2,2,2,1,NA,NA,NA,6,6,6,NA,NA,2,1,15,1,4,NA,4,2,2,4,3,2,3,2,3,NA,8,3,1,6,2,1,NA,NA,NA,2,5,NA,NA,12,4,1,2,1,44,2,1,97,9,99,1,9,1,1,7900,1,1,3,3,"30/01/2013",40,4,1,1,12,1,9,4,7,4,4,3,4,2,4,4,4,4,4,4,4,5,6,3,3
"913","08/01/2013",99999,2,42,4,2,1,4,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,3,NA,NA,NA,3,8,6,6,0,2,0,NA,0,NA,NA,2,3,4,4,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,4,5,1,1,4,98,19,7,3,3,4,4,2,NA,NA,NA,NA,NA,1,8,3,8,1,2,2,1,1,19,2,NA,NA,NA,12,3,1,2,1,75,2,1,10,4,5,3,2,2,2,1327,2,2,4,3,"12/02/2013",42,4,2,2,12,1,19,3,19,1,5,2,5,2,1,5,4,1,1,5,9,6,6,2,4
"914","08/01/2013",99999,2,38,3,2,1,3,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,NA,NA,NA,0,8,6,7,0,8,5,NA,0,NA,NA,NA,8,6,7,3,3,3,4,1,1,1,1,3,1,3,1,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,6,3,4,1,1,1,19,19,4,3,4,4,4,2,NA,NA,NA,NA,NA,1,8,2,8,1,2,2,1,2,19,2,NA,NA,NA,16,7,1,1,1,16,1,1,5,4,3,4,2,2,2,508,2,2,4,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","08/01/2013",8807,2,62,6,2,1,5,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,5,0,0,0,5,5,NA,NA,NA,0,4,3,0,0,5,2,4,NA,NA,NA,3,3,1,2,2,2,1,3,1,3,1,1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,1,6,3,1,2,1,2,3,7,2,4,1,4,2,NA,NA,NA,NA,NA,9,8,4,8,4,2,1,NA,NA,NA,1,2,1957,NA,16,5,1,2,2,42,2,1,6,2,6,2,3,5,1,47,1,1,4,3,"31/01/2013",62,6,2,1,14,1,2,6,2,1,5,4,5,4,3,4,4,4,4,5,4,5,6,1,4
"916","08/01/2013",99999,2,30,3,2,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,99,99,99,NA,NA,NA,99,99,99,99,99,99,99,NA,99,NA,NA,99,99,99,99,9,9,9,3,1,1,1,1,3,3,2,2,3,1,1,3,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,6,3,4,1,1,1,97,99,4,3,3,3,2,1,NA,NA,NA,NA,NA,2,8,2,8,6,1,1,NA,NA,NA,3,NA,NA,NA,16,7,1,1,1,16,1,1,6,7,3,9,3,2,3,472,2,2,2,3,"11/02/2013",30,3,2,2,16,2,99,9,100,3,4,3,3,4,4,3,4,4,2,4,4,4,9,2,2
"917","08/01/2013",10334,1,39,3,1,1,2,3,18,4,4,3,2,2,3,3,4,3,1,2,1,1,2,2,2,2,3,9,3,NA,NA,NA,3,3,3,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,1,1,3,3,3,2,2,1,1,1,NA,NA,NA,1,5,3,NA,NA,3,1,2,8,5,NA,3,3,2,1,3,1,1,4,3,NA,2,2,1,1,2,2,2,2,NA,2,5,NA,NA,17,8,1,1,2,13,2,1,9,4,3,3,3,5,1,5000,1,1,3,3,"30/01/2013",39,3,1,1,17,1,2,6,2,4,4,4,4,2,4,2,2,4,4,3,5,4,6,1,3
"918","08/01/2013",99999,1,19,1,1,1,1,1,2,2,2,2,3,1,1,2,NA,NA,NA,NA,2,2,3,3,1,1,9,NA,1,NA,NA,NA,4,1,4,4,9,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,5,2,NA,NA,1,1,97,98,4,NA,4,4,1,2,4,NA,3,9,3,NA,8,2,8,6,1,1,NA,NA,NA,4,NA,NA,NA,12,4,1,1,1,70,1,1,99,4,10,6,1,2,3,7500,2,2,4,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","08/01/2013",9507,2,50,5,2,1,5,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,9,6,NA,NA,NA,0,2,0,0,0,9,6,5,NA,NA,NA,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,5,4,2,3,1,4,1,7,2,3,2,2,1,NA,NA,NA,NA,NA,1,8,3,8,6,1,9,NA,NA,NA,1,7,NA,NA,12,3,2,6,NA,17,2,5,99,1,99,0,4,1,1,3000,1,1,3,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","08/01/2013",10364,1,38,3,2,1,2,3,20,2,3,3,9,9,4,4,9,9,9,9,9,1,9,9,3,9,1,9,9,NA,NA,NA,9,9,9,9,9,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,2,9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,5,1,5,NA,NA,1,3,1,1,9,NA,4,9,1,9,9,9,1,9,9,NA,8,8,8,6,1,1,NA,NA,NA,2,4,NA,NA,12,4,1,6,NA,NA,1,9,99,9,99,99,9,1,9,6400,1,1,9,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","08/01/2013",99999,1,60,6,1,1,3,3,18,3,3,4,2,1,2,2,NA,NA,NA,NA,1,1,1,3,1,1,3,NA,4,NA,NA,NA,4,4,4,4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,1,3,1,1,3,1,1,1,2,1,1,1,NA,NA,NA,4,1,6,NA,NA,2,3,97,17,4,NA,4,4,1,4,4,NA,2,4,4,NA,2,3,1,1,2,2,2,1,NA,3,NA,NA,NA,12,4,1,2,1,50,2,1,4,7,5,3,3,4,1,480,2,2,4,3,"11/02/2013",60,6,1,4,12,2,98,9,98,2,4,4,4,4,4,3,4,4,4,4,4,4,6,2,4
"922","08/01/2013",99999,1,99,5,2,1,2,2,18,3,3,3,1,2,3,3,NA,NA,NA,NA,2,3,2,3,3,3,2,NA,9,NA,NA,NA,2,1,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,1,3,3,3,3,1,1,1,2,1,1,1,NA,NA,NA,5,1,5,NA,NA,1,1,17,17,4,NA,2,2,1,2,2,NA,3,2,4,NA,8,3,8,1,2,2,1,2,NA,3,NA,NA,NA,10,2,1,1,2,45,1,1,3,3,3,4,2,2,3,472,2,2,2,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","08/01/2013",99999,2,21,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,0,0,10,0,0,0,0,NA,0,NA,NA,0,6,9,4,5,5,5,2,2,5,1,1,5,3,1,4,4,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,2,1,4,1,1,4,98,98,4,1,4,3,4,2,NA,NA,NA,NA,NA,3,8,2,8,6,1,1,NA,NA,NA,1,NA,NA,NA,12,3,1,1,1,69,1,1,3,4,2,4,2,2,2,489,2,2,4,3,"17/02/2013",21,1,1,2,12,2,98,6,100,3,4,4,4,3,4,2,5,5,3,3,5,9,9,2,4
"924","08/01/2013",8718,2,64,6,1,1,2,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,8,7,7,3,6,6,NA,NA,NA,3,7,8,2,0,6,6,7,NA,NA,NA,2,3,1,1,2,1,1,2,2,4,1,1,1,2,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,6,6,5,4,4,3,1,99,1,4,2,4,3,1,4,NA,NA,NA,NA,NA,1,2,2,1,1,2,1,2,1,99,2,2,1950,NA,17,8,1,1,1,7,2,1,10,4,6,4,2,1,1,2660,1,1,8,3,"30/01/2013",64,6,1,1,17,1,8,2,2,1,5,3,5,2,3,1,2,5,5,5,5,6,6,1,8
"925","08/01/2013",99999,2,45,4,2,1,3,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,5,0,NA,NA,NA,3,5,10,5,0,0,0,NA,0,NA,NA,0,8,8,9,5,5,5,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,6,5,3,2,2,18,18,4,1,3,4,1,3,NA,NA,NA,NA,NA,3,8,4,1,1,2,2,1,1,18,3,NA,NA,NA,12,3,1,2,1,42,2,1,3,4,3,6,3,2,2,517,2,2,4,3,"12/02/2013",45,4,2,2,12,1,18,6,18,1,5,4,5,3,4,5,5,5,4,5,9,2,17,2,4
"926","08/01/2013",99999,1,32,3,2,1,3,4,2,2,3,1,4,1,3,3,NA,NA,NA,NA,2,1,1,3,1,1,3,NA,1,NA,NA,NA,3,1,4,1,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,10,2,1,1,1,3,3,1,1,1,2,1,1,1,NA,NA,NA,5,3,5,NA,NA,1,2,18,97,6,NA,4,4,4,1,1,NA,1,3,4,NA,8,3,8,1,2,2,1,1,NA,3,NA,NA,NA,12,3,1,4,NA,NA,9,1,4,1,2,6,3,2,3,634,2,2,3,3,"11/02/2013",32,3,2,2,12,1,17,1,17,2,5,4,4,4,4,5,3,4,4,4,4,6,6,2,3
"927","08/01/2013",9496,2,50,5,2,1,3,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,99,99,99,99,99,99,99,NA,NA,NA,0,99,5,5,0,99,99,99,NA,NA,NA,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,1,1,2,4,1,1,4,98,97,1,2,4,1,4,1,NA,NA,NA,NA,NA,1,8,8,2,3,2,2,NA,NA,NA,3,3,1999,1,16,7,1,1,2,47,2,1,2,3,2,4,4,1,1,4000,1,1,52,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","08/01/2013",8507,1,69,6,1,1,2,2,18,2,3,3,2,1,2,1,1,3,4,2,1,2,1,1,2,9,2,3,4,NA,NA,NA,2,2,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,1,2,1,3,2,3,1,3,2,3,1,3,NA,NA,NA,5,1,5,NA,NA,1,1,1,2,4,NA,2,1,2,4,3,2,2,3,3,NA,2,2,1,1,2,1,2,1,NA,2,1,1958,NA,12,3,1,3,NA,74,2,2,3,5,4,2,3,1,1,6200,1,1,3,3,"05/02/2013",69,6,1,1,12,1,1,5,1,4,2,4,5,3,4,3,4,2,4,2,4,5,4,1,3
"929","08/01/2013",10473,2,36,3,1,1,3,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,0,3,5,5,0,0,NA,NA,NA,7,0,5,10,6,0,6,0,NA,NA,NA,2,2,2,5,5,1,5,3,9,5,4,3,1,1,4,9,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,4,9,2,2,5,4,2,1,4,1,4,1,NA,NA,NA,NA,NA,4,8,8,8,1,2,2,3,1,5,3,3,1990,1,11,4,1,2,1,64,2,1,3,4,4,4,3,1,3,3611,1,1,52,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","08/01/2013",8256,1,77,7,1,1,2,2,1,2,2,1,3,2,2,2,1,3,4,2,1,2,3,1,2,2,2,3,2,NA,NA,NA,2,3,3,4,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,2,3,1,1,3,3,3,3,2,1,1,NA,NA,NA,3,2,5,NA,NA,1,1,1,2,3,NA,4,3,4,1,3,2,2,3,3,NA,8,8,1,1,2,1,2,2,NA,2,1,1951,NA,12,4,1,3,NA,31,1,2,4,5,4,3,3,1,1,4000,1,1,4,3,"05/02/2013",76,7,1,1,12,1,1,6,1,4,4,4,4,4,4,3,3,3,5,2,4,5,6,1,4
"931","08/01/2013",8761,1,62,6,1,1,2,2,18,3,3,2,2,2,2,2,1,2,3,4,3,1,3,2,2,3,2,2,3,NA,NA,NA,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,3,2,1,2,3,3,1,1,2,2,1,1,NA,NA,NA,3,6,6,NA,NA,2,2,2,3,4,NA,3,1,1,2,3,2,2,3,2,NA,2,2,1,1,2,1,2,1,NA,3,1,1950,NA,12,3,1,3,NA,37,2,2,4,5,3,2,3,1,3,2800,1,1,4,3,"07/02/2013",63,6,1,1,12,1,2,4,4,4,4,4,4,2,4,3,3,5,5,4,4,4,5,1,52
"932","08/01/2013",99999,1,62,6,1,1,2,2,46,4,5,2,2,2,2,2,NA,NA,NA,NA,1,1,3,2,2,1,1,NA,4,NA,NA,NA,4,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,2,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,6,6,6,NA,NA,1,1,99,99,7,NA,4,3,1,2,1,NA,4,4,4,NA,2,3,1,1,2,2,2,1,NA,2,NA,NA,NA,10,2,1,3,NA,23,1,4,3,6,5,5,3,3,9,1061,2,2,4,3,"11/02/2013",62,6,1,3,10,1,99,5,99,1,5,5,1,5,5,5,5,5,5,1,1,3,22,2,4
"933","08/01/2013",9278,1,54,5,2,1,3,3,34,3,2,4,4,9,1,2,2,4,3,1,1,1,3,3,4,2,2,3,9,NA,NA,NA,1,3,4,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,3,1,2,1,1,2,2,2,2,NA,NA,NA,3,6,3,NA,NA,1,9,97,99,4,NA,4,1,1,3,4,2,1,3,3,NA,8,8,8,1,2,2,2,1,NA,2,6,NA,NA,12,4,1,1,1,17,1,1,99,4,4,4,3,1,1,7900,1,1,3,3,"05/02/2013",54,5,2,1,12,1,4,1,3,2,5,2,2,2,1,2,2,2,2,2,2,9,2,1,54
