"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42"
"910",5171,1,2,4,9,2,1,4,3,2,2,6,6,2,2,2,2,2,2,60,1,3,1,1,2,1,2,2,1,3,3,4,4,2,2,4,3,1,2,6,8,2,3,6,2,6,4,9,3,2,8,1,9,2,4,4,3,2,1,1,2,1,3,3,2,3,3,3,2,9,6,2,3,2,9,6,2,3,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,6,NA,4,4,1,3,3,3,3,2,3,3,1,1,3,3,3,3,4,3,3,2,1,1,2,3,3,3,1,2,3,1,1,2,5,5,1,3,3,3,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,4,4,4,5,4,2,3,2,1,2,2,2,2,1,NA,NA,50,3,1,2,4,3,8,NA,12,NA,3,1,3,1,5,5,1,3,1,2,30,4,28
"911",5170,1,1,1,16,1,2,1,3,3,3,3,3,4,5,2,2,2,3,0,2,2,3,2,3,2,1,2,4,2,2,2,2,2,3,1,2,4,3,6,6,5,8,7,8,6,6,6,4,9,7,8,8,7,3,1,3,2,1,1,3,4,4,3,3,4,4,4,7,6,7,6,4,8,7,8,5,2,2,1,3,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,NA,4,1,4,4,3,3,4,4,4,4,3,4,4,3,4,5,5,5,1,2,1,2,3,1,1,3,1,2,2,1,1,2,3,5,2,1,2,2,2,1,2,4,2,4,2,1,2,4,2,1,2,1,2,1,2,5,NA,1,3,1,2,4,NA,4,NA,4,NA,1,2,5,NA,3,5,3,2,4,3,3,1,3,3,2,1,1,1,5,13,2,5,20,3,2,1,4,3,7,NA,12,2,4,2,NA,NA,5,7,2,2,2,2,11,4,20
"912",5169,1,4,4,16,2,1,4,4,2,2,6,5,2,2,1,3,3,2,99,1,1,2,1,1,1,2,3,2,3,3,3,3,3,3,1,2,3,4,9,9,8,5,7,3,7,6,8,6,4,8,5,6,4,6,2,4,2,1,1,2,4,4,4,2,3,4,4,6,8,7,5,5,6,9,8,7,7,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,4,1,3,3,4,4,3,4,4,4,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,5,5,2,1,2,3,1,1,1,1,1,4,2,2,1,1,4,2,3,5,NA,2,3,5,NA,3,2,4,NA,4,NA,4,NA,4,NA,4,NA,2,3,3,5,2,2,4,2,2,1,3,1,1,2,2,2,2,1,2,1,22,3,2,1,4,3,7,NA,12,2,3,2,NA,NA,5,3,2,2,2,2,11,4,20
"913",5168,1,2,2,13,1,2,1,2,3,3,6,3,4,6,2,2,2,2,0,2,2,3,1,3,2,1,2,4,3,3,3,3,2,3,1,2,4,3,6,8,7,9,6,7,5,3,7,4,9,7,8,7,6,2,2,3,2,1,1,2,4,4,3,3,4,4,4,8,7,7,5,2,7,8,9,6,5,2,1,2,1,3,2,2,2,1,1,2,2,2,1,2,2,2,2,NA,3,2,4,4,4,3,3,4,4,4,3,4,3,3,3,5,5,5,1,2,1,3,1,1,1,3,1,3,2,1,1,2,3,5,2,1,3,2,2,4,4,4,2,2,2,1,2,2,2,1,2,1,3,1,2,1,3,1,2,4,NA,4,NA,4,NA,4,NA,1,2,5,NA,3,5,2,2,4,3,4,1,3,2,2,1,1,1,5,13,2,5,20,3,2,1,4,3,6,NA,12,2,4,2,NA,NA,4,4,2,2,2,1,50,4,20
"914",5167,1,2,2,16,1,2,1,3,3,3,5,5,4,6,2,2,2,3,0,2,2,3,1,3,2,1,2,4,3,2,2,2,2,3,1,2,4,3,5,5,4,8,5,6,4,NA,2,4,9,4,8,7,6,1,4,2,1,1,1,2,4,4,3,4,4,4,4,6,5,5,6,5,8,7,7,8,5,2,1,3,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,NA,3,1,4,4,4,4,4,4,4,4,3,4,4,3,3,5,5,5,1,2,3,2,3,1,1,3,1,3,2,1,1,2,2,5,2,1,3,2,2,1,2,1,2,2,2,1,2,2,2,1,3,1,3,1,2,1,3,5,NA,4,NA,4,NA,1,3,4,NA,1,3,5,NA,3,5,2,3,3,2,3,1,3,3,2,1,1,1,5,13,2,4,20,3,2,1,4,3,6,NA,12,2,3,2,NA,NA,6,5,1,2,2,2,31,4,12
"915",5166,1,2,2,13,1,2,1,3,3,3,4,4,4,6,2,2,2,3,0,2,2,3,1,3,2,1,2,4,3,2,2,2,2,3,1,2,4,3,5,5,4,8,5,7,5,3,5,4,7,8,NA,6,6,2,3,3,2,1,1,2,4,4,3,4,4,4,4,7,6,7,8,6,8,7,5,6,2,2,1,3,1,2,2,2,1,1,1,1,2,2,1,2,2,2,3,NA,3,1,4,4,4,3,4,4,4,4,3,4,4,3,3,5,5,5,1,2,3,2,3,1,1,3,1,3,2,1,1,2,2,5,2,1,3,2,2,1,2,1,2,2,2,1,2,2,2,1,3,1,3,1,2,1,3,5,NA,4,NA,4,NA,1,3,4,NA,1,3,5,NA,3,5,2,3,3,2,3,1,3,3,2,1,1,1,5,13,2,5,20,3,2,1,4,3,6,NA,12,2,3,1,4,2,5,5,3,2,2,2,31,4,12
"916",5165,1,4,NA,9,1,2,2,3,3,3,1,1,1,7,4,3,2,3,0,1,3,3,1,2,1,1,3,3,3,4,4,4,2,2,4,3,1,2,2,2,9,10,3,5,3,4,2,3,10,4,4,3,2,2,3,2,2,2,1,2,3,3,3,3,3,3,3,10,1,3,8,3,10,1,3,8,3,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,2,3,NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,2,1,1,2,3,1,3,3,2,3,1,1,3,3,5,2,4,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,3,3,2,3,4,4,5,1,4,2,1,1,1,5,13,2,NA,19,2,1,2,4,3,10,NA,12,2,4,1,NA,5,5,6,2,3,3,1,39,5,2
"917",5164,1,3,2,9,8,26,3,4,3,3,1,7,1,1,3,2,2,3,0,2,2,3,1,2,1,1,3,3,2,4,4,3,3,3,4,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,1,2,1,2,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,4,3,NA,NA,1,3,3,3,2,2,3,3,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,3,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,3,4,4,4,1,3,2,2,3,NA,99,0,5,1,4,12,1,NA,83,3,1,2,4,3,3,95,15,1,5,2,NA,5,2,2,3,3,1,1,39,5,2
"918",5163,1,3,3,3,1,2,2,3,3,3,1,1,1,1,3,2,2,3,0,2,2,3,1,1,1,1,2,3,1,4,4,3,2,2,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,3,3,3,3,3,3,9,4,6,7,2,7,4,6,5,1,2,4,NA,1,3,2,2,1,1,1,2,2,2,2,2,2,2,3,NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,1,2,2,1,1,2,3,3,2,1,1,3,2,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,3,4,2,3,3,2,1,1,1,1,2,1,NA,64,2,2,1,4,3,3,NA,10,2,4,2,NA,5,6,5,3,3,2,1,39,5,2
"919",5162,1,3,2,2,1,2,2,3,3,3,3,1,1,1,3,2,2,3,20,1,3,3,1,3,1,1,2,3,1,2,4,1,2,2,4,3,2,1,5,6,7,7,4,5,5,1,4,1,8,8,2,6,3,2,3,2,4,2,1,2,3,4,2,3,4,4,4,9,4,8,8,2,7,5,6,6,2,2,1,3,1,3,2,2,1,1,1,2,2,2,2,2,2,1,3,NA,3,2,3,2,4,3,3,4,4,3,2,2,2,2,3,4,4,2,3,2,1,2,2,1,3,2,2,2,2,3,1,3,2,4,3,3,2,3,2,2,3,4,2,4,2,3,2,2,4,1,2,1,2,5,NA,5,NA,4,NA,5,NA,4,NA,1,2,1,2,4,NA,5,NA,3,4,3,2,2,3,4,2,3,4,2,1,1,1,1,2,2,5,25,2,2,4,1,3,7,NA,15,2,5,1,1,2,3,2,2,2,2,1,20,5,6
"920",5161,1,3,2,9,1,2,NA,NA,NA,NA,7,1,1,4,NA,NA,NA,NA,35,NA,NA,NA,NA,2,1,1,1,2,1,3,4,2,2,2,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,1,3,NA,2,1,4,4,4,4,4,4,4,4,2,2,3,3,2,4,4,3,3,2,1,3,2,1,1,2,3,3,2,3,1,2,2,5,2,3,2,4,3,2,3,3,3,4,2,3,2,3,3,1,2,1,2,1,2,1,2,4,NA,4,NA,4,NA,1,2,1,2,4,NA,4,NA,3,5,1,1,2,4,3,1,2,3,2,1,1,NA,1,2,2,5,37,2,1,2,4,3,1,NA,14,1,3,1,3,2,4,4,1,2,2,2,39,5,2
"921",5160,1,3,2,3,1,2,4,3,2,3,1,7,1,4,3,3,3,3,20,1,3,3,1,1,1,1,1,2,2,3,4,4,NA,NA,4,3,1,2,2,2,8,9,4,5,3,4,2,4,9,4,3,2,2,4,3,2,2,1,1,2,3,3,3,3,3,3,3,9,2,2,8,3,9,2,2,8,3,2,1,5,1,5,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,4,4,3,3,3,3,3,3,3,3,3,2,3,2,4,4,4,2,3,2,1,3,2,1,1,2,2,2,2,1,3,2,2,5,2,4,3,3,4,2,3,4,2,4,3,3,3,4,4,1,2,1,2,1,2,5,NA,1,2,4,NA,4,NA,1,2,1,2,4,NA,5,NA,3,5,3,2,1,3,4,1,3,2,2,1,1,1,1,2,1,4,46,3,1,2,3,4,8,NA,10,2,3,1,1,1,4,5,3,3,2,1,11,5,7
"922",5159,1,3,2,9,1,10,3,3,3,3,3,1,1,7,2,2,2,4,40,1,3,3,2,1,NA,1,2,4,1,3,3,4,2,2,4,3,1,2,3,2,8,9,2,10,4,3,1,4,9,2,5,1,8,2,3,1,3,1,1,2,3,3,3,3,3,3,3,10,1,1,8,2,10,1,1,8,2,2,1,3,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,2,1,1,2,1,1,3,5,5,1,3,3,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,4,4,4,1,3,4,1,3,NA,10,1,1,1,1,7,2,5,40,1,1,2,4,3,8,NA,13,2,NA,2,NA,5,5,7,3,1,3,1,11,5,7
"923",5158,1,5,4,2,8,26,5,5,2,2,1,4,1,3,4,2,2,4,20,2,2,3,2,2,1,1,1,2,1,3,4,1,3,3,3,2,4,1,5,6,6,5,4,4,4,2,7,2,NA,9,2,6,2,1,1,2,1,2,1,2,2,3,3,3,3,3,4,8,7,6,3,1,8,6,7,5,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,4,NA,3,2,2,2,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2,2,2,3,1,3,2,5,3,2,1,4,4,2,3,4,2,4,4,3,3,4,4,1,2,1,2,5,NA,5,NA,4,NA,5,NA,4,NA,1,2,1,2,4,NA,5,NA,3,5,1,2,2,3,4,4,2,4,99,0,5,1,1,2,3,5,53,3,2,1,4,3,6,NA,12,2,1,1,5,1,9,6,1,2,2,2,50,5,10
"924",5157,1,4,3,37,2,1,3,3,2,2,7,7,1,4,NA,3,3,2,0,1,3,2,1,3,1,2,1,1,1,1,4,1,2,3,4,3,1,2,5,6,2,2,6,2,5,4,9,3,2,8,2,9,2,4,4,3,2,1,1,2,3,3,3,3,3,3,3,2,8,6,2,3,2,8,6,2,3,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,3,2,1,2,2,3,3,2,2,2,2,3,3,3,3,5,2,4,2,2,3,1,1,1,1,4,1,2,3,1,1,2,1,2,1,2,1,2,1,2,1,4,NA,4,NA,2,1,4,NA,4,NA,2,1,3,3,4,3,1,5,4,2,NA,4,1,2,2,1,5,13,1,7,19,3,1,2,4,3,9,NA,12,2,2,2,NA,5,4,6,1,1,2,1,11,5,7
"925",5156,1,2,2,2,1,2,2,1,NA,3,1,1,1,3,3,1,2,4,57,1,3,NA,2,2,1,NA,3,3,2,4,4,3,NA,NA,1,4,3,2,7,5,4,8,3,4,5,1,5,2,8,6,3,4,2,1,2,3,4,2,1,2,4,3,3,4,4,4,3,8,5,7,7,3,8,5,7,7,3,2,1,4,1,4,2,2,1,1,2,2,2,2,2,2,1,1,3,NA,2,1,4,3,4,3,3,3,4,4,1,3,3,3,3,4,4,3,3,1,1,2,1,1,1,2,3,3,2,1,3,3,3,4,3,3,2,1,4,2,3,4,3,4,4,3,3,4,4,1,2,1,2,5,NA,5,NA,4,NA,4,NA,4,NA,1,2,1,2,4,NA,5,NA,3,5,4,2,1,5,4,3,3,2,2,1,1,1,1,2,2,4,30,2,2,1,4,3,8,NA,13,1,4,1,2,1,4,4,2,2,2,1,11,5,7
"926",5155,1,2,2,36,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,4,50,1,3,NA,1,4,1,NA,4,4,3,3,4,2,2,NA,1,4,3,2,5,5,4,6,3,8,6,2,6,3,4,6,4,6,4,2,4,2,2,2,3,NA,1,2,3,3,3,3,3,8,4,7,3,8,8,7,5,3,3,2,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,NA,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,3,4,2,3,2,1,3,2,3,4,3,4,4,3,3,4,4,1,2,1,2,1,2,1,NA,4,NA,4,NA,4,NA,4,NA,1,2,4,NA,4,NA,3,5,4,2,1,5,4,3,3,2,2,1,1,1,1,2,2,NA,29,2,2,1,4,3,8,NA,14,1,4,1,2,1,4,4,2,2,2,2,11,5,7
"927",5154,1,3,2,9,NA,1,3,3,3,3,1,1,1,7,2,2,2,3,0,1,3,3,1,1,1,1,3,3,3,4,4,4,2,2,1,2,4,3,7,5,6,8,3,8,7,1,4,1,9,5,3,6,3,1,3,2,2,1,1,2,3,3,4,3,3,3,3,9,3,5,3,2,9,3,5,3,2,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,1,3,NA,3,3,3,3,4,3,4,3,3,3,2,3,3,3,4,3,3,3,3,2,3,2,3,1,1,2,2,2,2,1,1,2,2,3,NA,4,3,NA,3,2,3,4,3,3,3,3,2,4,4,1,2,1,2,1,2,4,NA,5,NA,1,NA,1,NA,4,NA,4,NA,5,NA,5,NA,3,5,4,4,3,5,4,NA,3,3,99,0,5,2,1,14,1,5,NA,2,2,1,4,3,1,56,3,2,5,2,NA,5,4,6,2,3,2,1,11,5,7
"928",5153,1,3,3,16,2,1,4,3,2,2,7,7,1,1,2,3,3,2,99,1,2,2,1,3,1,2,1,1,3,4,4,3,2,2,3,4,1,2,5,8,3,2,5,2,5,4,9,3,2,8,2,9,1,4,3,3,1,1,1,2,3,3,3,3,3,3,3,2,8,5,2,2,2,8,5,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,3,1,3,1,2,3,1,1,2,2,5,2,3,2,3,3,1,3,1,1,1,3,2,1,1,1,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1,NA,4,NA,2,NA,3,5,2,2,3,3,4,1,2,4,99,2,2,1,2,4,1,2,33,3,1,2,4,3,8,NA,18,1,3,1,1,2,4,3,1,3,1,2,11,5,7
"929",5152,1,3,NA,4,NA,NA,4,4,3,3,1,7,1,1,4,NA,NA,3,0,2,3,3,2,1,2,1,3,4,2,3,4,2,2,3,4,3,2,1,7,6,6,10,3,2,6,1,4,1,10,4,1,4,5,3,4,2,4,2,1,2,3,3,3,4,4,4,4,10,4,5,3,1,10,4,5,3,1,2,1,NA,2,4,2,2,1,1,2,2,2,2,2,2,2,1,3,NA,2,2,3,3,4,3,4,4,4,4,3,3,2,3,4,5,5,4,3,1,1,1,2,1,3,1,2,3,1,3,3,3,2,4,2,2,4,3,2,2,2,2,2,2,2,1,2,2,2,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,3,3,2,1,3,3,NA,3,3,2,1,1,1,1,2,1,4,62,3,1,4,2,3,3,91,15,1,NA,1,1,2,3,3,3,3,1,1,11,5,7
"930",5151,1,4,3,2,3,1,4,5,2,2,4,7,1,4,2,2,2,2,20,1,3,2,1,2,1,1,3,3,2,4,4,3,2,2,3,4,1,2,6,5,2,2,5,3,9,4,7,4,2,8,2,9,2,5,4,3,2,1,1,3,3,3,3,3,3,3,3,1,7,9,2,3,3,7,9,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,4,3,2,2,3,3,4,3,3,4,3,3,2,2,2,3,2,4,4,3,3,2,3,2,2,1,3,2,2,2,2,3,3,3,3,5,2,4,2,3,3,3,3,1,1,1,1,3,3,1,1,2,3,1,3,2,1,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,2,1,3,5,3,2,1,3,2,2,3,2,99,0,2,2,2,1,1,3,32,3,1,2,3,4,7,NA,16,1,3,1,1,NA,4,3,2,3,2,1,11,5,7
"931",5150,1,3,3,9,NA,NA,3,3,2,3,1,7,1,1,NA,2,2,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,1,2,2,1,1,2,2,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,3,4,2,1,3,3,95,NA,1,5,2,NA,5,3,1,3,3,1,1,39,5,2
"932",5149,1,3,3,9,8,NA,4,4,3,3,1,7,1,1,NA,2,2,4,0,2,2,3,1,2,1,1,1,2,1,3,4,1,3,3,4,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,2,1,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,NA,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,4,4,3,2,1,2,2,1,1,1,1,2,2,1,1,2,2,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,3,5,NA,5,NA,5,NA,5,NA,NA,NA,1,2,1,2,1,2,1,2,3,3,3,2,1,2,2,1,2,2,99,0,5,NA,4,14,1,7,44,3,4,2,1,3,3,91,10,2,NA,2,NA,5,3,5,3,3,1,2,39,5,2
"933",5148,1,1,2,1,1,2,2,1,3,3,1,1,4,5,3,2,2,4,0,1,3,2,1,3,1,1,3,4,2,3,4,2,2,2,4,1,3,2,7,5,7,10,3,6,7,1,4,2,9,6,3,4,3,1,3,3,4,2,1,2,3,3,3,3,3,3,3,10,1,5,7,1,10,1,5,7,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,3,NA,4,3,3,4,4,3,3,4,3,1,1,3,3,3,3,3,4,3,1,2,1,1,2,1,1,3,3,2,2,3,3,3,1,3,1,3,2,4,3,2,3,4,3,4,4,1,3,3,3,1,2,1,2,5,NA,5,NA,4,NA,4,NA,1,2,1,2,4,NA,4,NA,5,NA,3,5,2,2,4,5,4,1,3,4,2,1,1,1,1,2,1,5,65,2,1,2,3,4,7,NA,10,2,3,1,4,1,4,2,1,2,2,2,39,5,2
"934",5147,1,2,2,9,1,10,2,2,3,3,3,1,1,7,2,2,2,4,45,NA,3,2,1,3,2,3,3,3,3,4,3,3,2,3,4,1,2,3,4,3,3,6,2,10,3,2,3,2,10,2,3,4,4,2,3,2,4,1,1,2,4,4,4,4,3,3,2,10,6,6,4,1,10,6,8,8,2,2,1,2,1,3,2,2,1,1,1,2,2,2,2,2,1,2,4,NA,4,2,4,4,4,4,4,4,4,4,1,3,3,3,4,4,4,3,3,2,1,2,1,1,1,2,2,1,2,1,1,3,3,5,2,1,1,1,3,2,3,4,3,4,4,1,3,2,4,1,2,1,2,1,2,5,NA,1,2,5,NA,4,NA,1,2,1,2,4,NA,4,NA,3,5,2,2,2,4,4,3,2,4,10,1,1,1,1,7,2,NA,27,1,2,4,1,3,6,NA,19,1,4,1,2,2,3,3,1,2,4,2,20,5,6
"935",5146,1,3,2,9,1,26,2,3,3,3,7,1,1,4,4,2,2,3,0,1,2,3,1,1,1,1,1,2,1,3,4,2,2,2,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,1,3,NA,2,1,4,4,4,4,4,4,4,4,2,2,3,3,2,4,4,3,3,2,1,3,2,1,1,2,3,3,2,3,1,2,2,5,2,3,2,4,3,2,3,3,3,4,2,3,2,3,3,1,2,1,2,1,2,1,2,4,NA,4,NA,4,NA,1,2,1,2,4,NA,4,NA,3,5,1,1,2,4,3,2,NA,3,99,0,5,NA,1,2,1,7,37,2,1,2,4,3,1,NA,12,2,3,1,3,2,4,4,1,2,2,1,39,5,12
"936",5145,1,1,2,9,1,2,1,1,NA,NA,1,1,4,4,3,2,2,4,NA,1,3,2,1,3,1,1,3,4,1,3,4,1,1,1,4,1,3,2,6,5,4,7,3,5,7,1,6,6,9,7,6,5,5,3,2,1,4,2,1,2,3,3,3,3,4,4,4,10,2,6,6,1,10,2,6,6,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,3,NA,3,2,3,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,2,1,1,2,1,1,3,3,2,2,3,3,3,1,3,1,3,2,4,3,2,3,4,3,4,1,1,3,3,3,1,2,1,2,5,NA,5,NA,1,2,4,NA,4,NA,1,2,1,2,4,NA,4,NA,3,5,2,2,4,5,4,1,3,4,2,1,1,1,1,2,1,5,61,2,1,2,3,4,7,NA,10,2,3,1,4,1,4,2,2,2,2,1,39,5,2
"937",5144,1,1,2,9,1,2,1,2,3,3,1,7,1,1,3,2,2,3,0,1,3,2,1,3,1,1,3,4,2,4,4,2,1,2,4,3,1,2,5,2,9,9,4,6,4,3,2,4,9,3,5,2,4,2,3,3,2,1,1,2,1,3,3,3,3,3,3,10,1,4,8,6,10,1,4,8,6,2,1,5,1,5,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,2,1,1,3,1,3,3,2,2,2,1,1,3,5,5,1,3,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,4,4,4,1,2,3,5,2,4,2,1,1,1,1,2,2,5,42,2,2,1,3,4,7,NA,10,NA,3,1,3,1,6,8,1,2,2,2,39,5,12
"938",5143,1,1,2,9,1,2,1,2,3,3,1,4,1,4,4,2,2,3,99,1,3,2,1,2,1,1,3,4,2,3,4,3,2,1,4,3,1,2,2,2,9,10,8,2,3,3,1,3,9,1,7,2,6,2,3,2,2,1,1,2,1,3,2,3,3,3,3,10,2,3,9,2,10,2,3,9,2,2,1,5,1,5,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,4,4,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,NA,1,1,1,1,1,2,1,1,3,1,1,3,4,4,1,3,3,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,4,4,4,1,2,4,2,3,2,2,1,1,1,1,2,2,5,37,2,2,4,1,3,7,NA,10,2,3,2,NA,5,6,8,2,2,2,1,39,5,2
"939",5142,1,3,4,9,2,14,4,3,2,2,6,7,1,1,1,3,3,1,99,1,4,1,1,3,1,3,2,1,2,2,1,2,NA,NA,4,3,1,2,5,10,3,4,8,3,6,2,10,2,4,10,2,9,3,2,4,4,4,1,1,2,3,3,3,3,4,4,4,1,10,5,2,1,1,10,5,3,1,2,2,5,2,5,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,4,4,4,3,2,1,3,2,3,3,2,2,2,2,1,1,3,3,5,2,1,1,4,4,1,3,1,1,4,1,2,1,3,3,2,1,2,1,5,NA,2,1,4,NA,4,NA,4,NA,2,1,2,1,4,NA,5,NA,3,5,2,2,3,3,4,6,2,1,14,2,2,2,2,3,2,1,53,4,NA,NA,NA,NA,9,NA,17,1,1,1,3,1,3,4,2,3,1,1,60,5,10
