"","ID","date","midgam","version","age","agegroup","sex","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51A","v51B","v51C","v51D","v51E","v51F","v51G","v51H","v51I","v51J","v51K","v51L","v51M","v51N","v56A","v56B","v56Z","v56C","v56D","v56E","v56F","v56G","v56H","v56I","v56J","v56L","v56M","v56N","v56O","v56P","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v112_a","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","after_date","after_version","after_v1","after_v2","after_v3","after_v4a_1","after_v4a_2","after_v4a_3","after_v4b","after_v5","after_v6","after_v7a","after_v7b","after_v7c","after_v7d","after_v7e","after_v7f","after_v7g","after_v7h","after_v7i","after_v7j","after_v7k","after_v8","after_v9","after_v10","after_v11","after_v12","after_v13a_1","after_v13a_2","after_v13a_3","after_v13b_1_1","after_v13b_1_2","after_v13b_1_3","after_v13b_2_1","after_v13b_2_2","after_v13b_2_3","after_v14a","after_v14b","after_v15"
"806",207,"19/02/2015",1,2,20,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,10,3,5,3,0,3,0,5,0,0,NA,NA,NA,NA,10,5,0,10,5,0,5,0,10,0,0,NA,NA,NA,NA,NA,2,2,1,2,5,5,1,2,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,8,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,8,2,1,NA,0,2,1,1,4,NA,0,3,1,4,4,2,1,3,12,4,1,5,0,"      44",2,5,4,5,2,1,5,NA,NA,NA,NA,NA,NA,2100,1,1,"26/03/2015",1,1,1,6,NA,NA,NA,NA,5,2,5,5,5,4,3,4,2,4,5,3,5,1,1,1,1,2,62,65,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"807",1532,"22/02/2015",1,1,34,3,1,1,4,3,18,4,4,2,9,1,9,2,1,3,4,9,9,1,2,1,9,9,9,1,1,7,7,4,3,NA,NA,NA,4,2,4,4,9,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,3,9,1,2,1,3,1,NA,NA,NA,6,8,NA,NA,1,9,94,2,0,1,2,0,NA,1,9,3,0,6,2,NA,1,1,2,3,8,6,1,NA,0,1,31,1,2,1996,0,1,NA,NA,NA,NA,NA,NA,12,4,1,2,1,"      44",2,4,3.5,1,3,1,5,3,1,1,4,2,4,5000,1,1,"29/03/2015",2,9,99,6,NA,NA,NA,NA,4,3,5,4,3,5,2,4,3,5,5,5,5,5,9,7,0,0,NA,NA,NA,41,31,NA,13,1,NA,NA,4,4
"808",629,"22/02/2015",1,2,24,2,2,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,0,10,0,5,0,0,8,0,0,NA,NA,NA,NA,7,5,0,10,5,3,0,0,8,7,0,NA,NA,NA,NA,NA,4,2,5,5,5,5,5,4,3,3,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,8,1,2,2,1,5,1,1,1,2,0,1,3,1,94,0,3,3,3,1,3,1,3,8,6,1,NA,0,3,61,61,1,1956,0,6,1,4,1,1,1,1,15,6,2,5,0,"      44",2,1,5,2,4,1,2,NA,NA,NA,NA,NA,NA,6700,1,1,"26/03/2015",2,1,5,6,NA,NA,NA,NA,5,1,3,5,5,5,1,5,9,3,5,5,5,1,1,1,5,1,NA,NA,NA,38,47,31,8,6,17,NA,4,2
"809",3528,"23/02/2015",1,1,59,5,2,1,3,3,30,3,3,3,4,2,1,1,1,4,2,1,3,3,1,3,4,4,3,5,7,7,7,1,4,NA,NA,NA,3,4,3,4,1,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,3,2,3,3,1,1,3,NA,NA,NA,6,8,NA,NA,1,1,1,0,0,0,0,0,NA,1,1,1,1,1,3,NA,9,1,4,8,8,1,2,3,1,2,16,16,3,1972,1,3,NA,NA,NA,NA,NA,NA,10,2,1,3,0,"      44",1,2,3,2,3,1,4,2,3,3,3,2,3,7600,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",362,"23/02/2015",1,1,22,1,2,1,2,2,1,3,3,3,3,2,2,1,1,4,2,1,3,2,1,3,4,4,1,7,7,7,7,1,4,NA,NA,NA,2,4,4,3,3,NA,NA,NA,NA,NA,3,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,2,2,2,9,2,2,9,1,4,NA,NA,NA,5,8,NA,NA,2,1,5,2,0,2,0,1,NA,1,1,5,0,1,3,NA,2,1,3,8,1,6,1,NA,0,3,1,56,6,NA,0,2,NA,NA,NA,NA,NA,NA,12,4,2,1,2,"      44",2,4,5,6,1,1,3,4,2,2,3,3,3,5000,1,1,"26/03/2015",2,1,5,1,41,NA,NA,NA,5,3,5,3,5,5,3,3,2,3,3,2,5,3,1,1,5,1,NA,NA,NA,36,NA,31,84,1,NA,NA,4,3
"811",2240,"24/02/2015",1,1,42,4,1,1,3,4,22,5,2,2,4,1,3,4,1,3,4,1,2,1,3,1,2,2,1,1,1,1,7,4,1,NA,NA,NA,4,1,1,4,1,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,3,1,2,1,1,1,NA,NA,NA,6,3,NA,NA,1,4,94,2,0,1,2,0,NA,3,3,1,1,4,3,NA,1,1,2,4,8,1,2,2,2,1,1,98,9,NA,0,1,NA,NA,NA,NA,NA,NA,10,2,1,1,1,"      44",2,3,5,4,3,1,5,4,4,4,4,1,1,8500,1,1,"26/03/2015",1,2,94,9,NA,NA,NA,28,1,1,4,4,9,9,4,2,2,1,4,4,4,9,9,2,0,0,96,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"812",4926,"25/02/2015",2,2,20,1,1,1,2,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,8,6,5,99,1,7,1,99,1,0,NA,NA,NA,NA,6,1,0,7,7,99,4,99,3,1,99,NA,NA,NA,NA,NA,1,2,5,2,4,4,1,3,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,3,5,3,1,1,2,1,97,2,0,1,2,0,1,1,9,1,1,3,3,3,1,1,2,8,1,6,1,NA,0,2,1,1,4,NA,0,1,2,4,1,1,2,1,12,4,1,5,0,"      44",2,2,3,4,2,1,4,NA,NA,NA,NA,NA,NA,7900,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",5066,"25/02/2015",2,2,22,1,1,1,2,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,9,4,6,99,0,5,4,8,99,5,NA,NA,NA,NA,9,2,5,6,99,0,6,0,8,0,5,NA,NA,NA,NA,NA,2,2,4,3,4,5,1,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,8,4,2,1,1,1,0,0,0,0,0,1,1,1,1,1,2,3,3,1,1,4,4,8,6,1,NA,0,1,1,1,4,NA,0,3,2,2,1,1,3,1,12,4,1,1,1,"      44",1,4,5,5,2,1,5,NA,NA,NA,NA,NA,NA,7900,1,1,"30/03/2015",2,1,1,2,7,NA,NA,NA,5,1,3,3,4,5,4,4,3,5,1,3,5,4,2,1,9,2,NA,NA,NA,47,NA,NA,3,1,NA,NA,2,3
"814",5271,"25/02/2015",2,2,23,2,1,1,4,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,5,7,0,5,0,5,9,1,0,3,NA,NA,NA,NA,5,5,5,0,5,0,4,9,1,0,99,NA,NA,NA,NA,NA,5,2,3,5,5,2,1,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,8,4,2,2,1,9,2,0,1,2,0,1,9,3,2,0,5,3,3,3,2,1,8,8,6,1,NA,0,2,1,61,5,NA,0,3,1,4,1,1,1,1,12,4,1,1,1,"      44",2,1,1,1,9,1,5,NA,NA,NA,NA,NA,NA,6400,1,1,"26/03/2015",2,1,9,4,NA,NA,NA,NA,4,1,4,4,9,3,3,2,2,4,3,4,4,4,3,1,9,2,NA,NA,NA,31,86,NA,1,NA,NA,NA,2,3
"815",4959,"27/02/2015",2,2,20,1,1,1,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,10,3,3,3,0,0,0,3,0,3,NA,NA,NA,NA,10,5,0,9,5,0,0,5,5,0,99,NA,NA,NA,NA,NA,2,2,5,5,5,5,3,1,1,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,3,3,2,1,1,1,0,0,0,0,0,1,1,1,12,0,2,3,3,1,1,2,3,8,6,1,NA,0,1,31,1,2,1995,0,6,2,4,1,1,1,1,15,6,1,5,0,"      44",2,9,7,6,3,1,5,NA,NA,NA,NA,NA,NA,3654,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",5465,"02/03/2015",2,2,25,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,10,0,10,6,6,0,0,4,7,2,NA,NA,NA,NA,10,0,0,10,8,0,0,2,4,6,0,NA,NA,NA,NA,NA,2,2,5,5,5,5,2,5,3,3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,1,4,1,1,1,1,0,0,0,0,0,1,1,1,12,0,2,3,3,1,2,4,1,8,6,1,NA,0,3,1,1,4,NA,0,2,1,4,1,1,1,1,10,2,1,1,1,"      44",2,4,8,6,3,1,3,NA,NA,NA,NA,NA,NA,2620,1,1,"31/03/2015",2,1,1,6,NA,NA,NA,NA,5,1,4,2,3,4,4,2,2,2,4,3,4,3,1,1,1,2,NA,NA,NA,80,NA,NA,80,NA,NA,NA,4,3
"817",5304,"02/03/2015",2,1,24,2,1,1,5,4,45,2,3,4,4,2,3,1,1,2,1,3,4,3,3,3,4,1,1,7,7,7,7,1,9,NA,NA,NA,9,4,3,4,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,3,3,3,3,3,1,1,NA,NA,NA,2,3,NA,NA,1,2,10,2,0,1,2,0,NA,9,9,10,0,1,3,NA,9,1,4,2,8,6,1,NA,0,2,1,1,4,NA,0,12,NA,NA,NA,NA,NA,NA,10,2,2,1,1,"      44",1,1,3,6,3,1,3,3,2,2,2,2,2,6100,1,1,"25/03/2015",2,1,10,6,NA,NA,NA,NA,5,1,5,1,2,5,5,5,2,4,5,5,5,3,2,2,0,0,NA,NA,NA,34,NA,NA,24,NA,NA,NA,1,1
"818",7618,"02/03/2015",2,2,49,4,1,1,1,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,7,7,5,5,0,3,3,5,0,0,NA,NA,NA,NA,8,7,6,6,9,0,3,3,5,0,0,NA,NA,NA,NA,NA,1,2,2,3,4,3,1,5,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,6,2,4,2,2,1,3,2,0,1,3,0,1,2,2,4,0,3,3,3,3,2,3,2,1,1,2,2,2,2,38,38,2,1990,0,1,1,1,4,1,4,1,15,6,1,1,1,"      44",2,3,5,4,3,1,5,NA,NA,NA,NA,NA,NA,6500,1,1,"30/03/2015",2,1,2,4,NA,NA,NA,NA,5,1,5,1,3,5,5,4,4,1,4,5,5,5,3,1,2,2,NA,NA,NA,41,31,NA,87,1,11,NA,1,4
"819",14655,"02/03/2015",2,1,24,2,1,1,2,2,21,3,2,4,4,2,3,1,2,2,3,1,4,1,3,3,4,4,2,7,7,7,4,4,9,NA,NA,NA,4,9,4,4,4,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,3,3,3,2,1,2,NA,NA,NA,6,8,NA,NA,1,1,5,2,0,1,2,0,NA,1,1,94,0,2,3,NA,2,2,1,2,1,6,1,NA,0,1,1,61,5,NA,0,2,NA,NA,NA,NA,NA,NA,12,4,1,1,1,"      44",2,3,4,3,3,1,5,4,3,3,4,2,2,8400,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",14699,"03/03/2015",2,1,24,2,1,1,3,9,18,3,3,3,3,9,9,2,1,1,3,4,2,9,1,3,2,1,3,1,7,7,1,4,2,NA,NA,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,1,2,3,1,2,4,NA,NA,NA,1,3,NA,NA,1,3,94,2,0,2,0,3,NA,1,1,94,0,4,1,NA,2,4,1,2,8,6,1,NA,0,2,1,66,5,NA,0,10,NA,NA,NA,NA,NA,NA,14,5,2,1,2,"      44",2,2,4,3,3,1,5,4,1,2,4,1,1,5000,1,1,"01/04/2015",2,1,16,2,88,NA,NA,NA,2,1,4,4,3,3,3,3,1,5,2,2,3,5,2,1,16,2,NA,NA,NA,45,31,NA,15,1,NA,NA,1,4
"821",18126,"04/03/2015",2,2,67,6,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,9,3,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,7,99,5,7,5,7,7,0,99,99,NA,NA,NA,NA,8,8,7,5,6,4,7,7,4,4,4,NA,NA,NA,NA,NA,2,1,4,4,4,3,3,9,1,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,8,5,1,1,2,2,0,0,0,0,0,1,9,2,2,0,9,3,3,9,9,9,8,1,1,2,3,1,2,27,27,2,1957,0,5,1,1,9,9,9,9,11,3,1,2,1,"      44",2,3,3,2,3,1,3,NA,NA,NA,NA,NA,NA,9600,1,1,"30/03/2015",2,1,3,6,NA,NA,NA,NA,1,1,4,5,4,4,5,3,3,4,4,4,3,4,6,2,0,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,2,3
"822",9941,"09/03/2015",3,2,23,2,1,1,4,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,8,1,1,0,2,7,1,0,5,NA,NA,NA,NA,4,6,5,3,2,1,2,6,2,0,5,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,3,4,3,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,8,4,3,2,1,2,0,0,0,0,0,1,1,2,2,0,6,2,3,4,2,1,2,8,6,1,NA,0,2,1,1,4,NA,0,1,2,3,3,1,2,2,13,4,1,5,0,"      44",1,2,4,4,3,1,5,NA,NA,NA,NA,NA,NA,8300,1,1,"26/03/2015",1,1,2,1,55,14,NA,NA,5,4,4,2,3,4,2,4,2,2,4,3,2,5,2,1,2,3,83,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"823",10535,"09/03/2015",3,1,29,2,1,1,3,3,18,3,3,3,2,1,2,1,2,4,3,2,1,2,2,2,2,9,1,5,3,7,7,4,2,NA,NA,NA,4,4,3,9,9,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,3,2,3,1,3,4,NA,NA,NA,5,8,NA,NA,2,1,97,2,0,1,3,0,NA,1,2,4,0,5,3,NA,4,1,4,2,8,6,1,NA,0,2,1,1,4,NA,0,2,NA,NA,NA,NA,NA,NA,14,6,1,1,2,"      44",2,2,1.5,2,2,1,4,3,3,3,3,2,2,6400,1,1,"29/03/2015",1,1,4,2,91,NA,NA,NA,2,1,3,4,3,3,4,4,3,5,3,3,3,5,2,2,0,0,64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"824",9732,"10/03/2015",3,1,21,1,2,1,3,2,1,2,2,4,4,2,2,1,2,1,3,2,4,2,1,3,4,4,2,7,7,7,7,2,9,NA,NA,NA,3,2,4,9,2,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,3,2,3,3,1,2,4,NA,NA,NA,5,8,NA,NA,2,1,1,0,0,0,0,0,NA,1,1,1,1,6,2,NA,3,2,4,2,8,6,1,NA,0,3,1,1,4,NA,0,2,NA,NA,NA,NA,NA,NA,12,4,2,1,1,"      44",2,4,4,3,3,1,3,3,1,2,3,3,4,6500,1,1,"29/03/2015",1,1,1,6,NA,NA,NA,NA,5,5,4,4,5,5,3,4,4,5,4,3,5,3,7,1,1,2,80,31,22,NA,NA,NA,NA,NA,NA,4,NA,3
"825",13149,"10/03/2015",3,2,62,6,2,1,3,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,5,7,4,8,3,8,9,3,3,6,NA,NA,NA,NA,5,7,7,5,8,3,7,9,3,3,7,NA,NA,NA,NA,NA,1,1,3,3,5,4,5,1,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,8,5,1,2,1,98,2,0,2,0,97,1,9,2,98,0,7,3,3,3,2,3,8,2,3,2,2,1,2,1,31,6,NA,0,1,1,4,4,1,4,2,14,5,1,8,0,"      44",2,3,3,1,3,1,5,NA,NA,NA,NA,NA,NA,885,1,1,"29/03/2015",1,1,99,6,NA,NA,NA,NA,4,2,4,4,9,2,4,3,3,2,4,2,5,1,2,1,99,0,74,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"826",10128,"11/03/2015",3,1,25,2,1,1,4,3,30,5,4,1,2,1,3,2,2,4,1,3,2,1,1,3,9,2,2,2,2,9,9,1,4,NA,NA,NA,4,2,3,9,9,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,3,1,3,3,3,1,NA,NA,NA,4,8,NA,NA,2,1,2,0,0,0,0,0,NA,9,2,4,0,5,3,NA,2,2,3,8,8,6,1,NA,0,2,1,1,4,NA,0,2,NA,NA,NA,NA,NA,NA,12,4,1,1,2,"      44",2,2,4,2,4,1,5,2,2,3,3,3,3,5000,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",9476,"11/03/2015",3,1,NA,1,1,1,1,1,65,3,3,4,2,1,3,2,2,1,4,2,3,1,1,3,4,4,2,7,7,7,7,3,3,NA,NA,NA,4,2,2,4,3,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,3,3,3,3,2,1,2,NA,NA,NA,5,8,NA,NA,1,1,1,0,0,0,0,0,NA,1,1,95,0,3,3,NA,2,4,1,2,8,6,1,NA,0,2,1,70,5,NA,0,3,NA,NA,NA,NA,NA,NA,12,4,1,5,0,"      44",1,1,3,4,3,1,5,2,3,4,2,1,2,7900,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",9802,"12/03/2015",3,1,22,1,1,1,3,3,21,2,3,3,1,2,2,2,2,4,3,2,1,1,1,1,2,3,2,5,7,7,4,4,3,NA,NA,NA,4,2,4,4,3,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,3,2,2,2,2,3,NA,NA,NA,5,8,NA,NA,2,3,2,0,0,0,0,0,NA,2,2,1,1,5,1,NA,1,2,4,3,8,6,1,NA,0,1,1,1,4,NA,0,1,NA,NA,NA,NA,NA,NA,12,4,1,1,1,"      44",2,5,8,6,1,1,5,3,2,3,4,4,4,9700,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",14391,"15/03/2015",3,2,21,1,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,5,3,4,2,5,1,3,0,0,NA,NA,NA,NA,3,5,3,2,4,1,5,2,2,1,1,NA,NA,NA,NA,NA,1,5,1,1,4,4,2,5,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,3,4,1,2,1,2,0,0,0,0,0,1,1,2,4,0,4,3,3,1,1,2,3,2,6,1,NA,0,1,1,1,4,NA,0,3,1,4,1,1,1,1,12,4,1,5,0,"      44",2,9,6,5,2,1,5,NA,NA,NA,NA,NA,NA,5000,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
