"","ID","date","midgam","version","age","agegroup","sex","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51A","v51B","v51C","v51D","v51E","v51F","v51G","v51H","v51I","v51J","v51K","v51L","v51M","v51N","v56A","v56B","v56Z","v56C","v56D","v56E","v56F","v56G","v56H","v56I","v56J","v56L","v56M","v56N","v56O","v56P","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v112_a","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","after_date","after_version","after_v1","after_v2","after_v3","after_v4a_1","after_v4a_2","after_v4a_3","after_v4b","after_v5","after_v6","after_v7a","after_v7b","after_v7c","after_v7d","after_v7e","after_v7f","after_v7g","after_v7h","after_v7i","after_v7j","after_v7k","after_v8","after_v9","after_v10","after_v11","after_v12","after_v13a_1","after_v13a_2","after_v13a_3","after_v13b_1_1","after_v13b_1_2","after_v13b_1_3","after_v13b_2_1","after_v13b_2_2","after_v13b_2_3","after_v14a","after_v14b","after_v15"
"1",961,"15/02/2015",1,2,29,2,2,1,2,4,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,8,3,8,4,3,3,2,4,4,0,NA,NA,NA,NA,8,2,2,9,5,2,4,1,3,3,99,NA,NA,NA,NA,NA,2,2,3,3,4,4,1,2,3,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,6,8,4,1,2,1,97,1,1,1,3,0,1,1,3,5,0,3,3,3,3,4,1,2,8,1,2,2,2,4,1,1,4,NA,0,1,1,4,1,1,1,1,17,8,2,1,1,"       0",1,1,3,4,3,1,2,NA,NA,NA,NA,NA,NA,363,1,1,"30/03/2015",2,1,5,1,17,NA,NA,NA,5,4,4,4,5,3,4,3,3,4,3,4,5,9,2,2,0,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,1,3
"2",3828,"19/02/2015",1,2,65,6,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,5,4,5,6,3,7,6,6,4,0,NA,NA,NA,NA,6,5,3,5,4,3,8,5,6,5,2,NA,NA,NA,NA,NA,2,1,4,3,4,4,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,6,8,1,1,2,1,98,2,0,1,2,0,2,3,3,1,1,1,3,3,1,1,4,2,8,1,2,2,1,2,17,16,3,1990,1,1,2,1,1,1,1,1,15,8,1,1,1,"       0",1,3,5,3,3,1,5,NA,NA,NA,NA,NA,NA,9000,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",13309,"10/03/2015",3,1,65,6,2,1,3,3,1,4,3,3,3,2,9,2,2,4,3,9,9,1,1,2,2,9,2,3,3,7,7,3,2,NA,NA,NA,3,3,4,2,9,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,1,3,2,3,3,1,3,2,NA,NA,NA,5,3,NA,NA,2,3,94,9,0,9,0,0,NA,3,3,94,0,3,3,NA,1,1,4,3,8,1,2,2,2,2,16,2,3,1975,0,6,NA,NA,NA,NA,NA,NA,15,8,1,3,0,"       0",1,2,3,2,3,1,5,3,2,3,3,1,1,6600,1,1,"24/03/2015",2,2,94,6,NA,NA,NA,23,9,9,4,5,3,4,1,4,1,5,2,3,3,9,5,2,0,0,NA,NA,NA,96,NA,NA,96,NA,NA,NA,2,3
"4",7220,"26/02/2015",2,2,43,4,2,1,3,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,7,3,99,5,6,9,3,99,6,NA,NA,NA,NA,3,6,6,4,6,3,7,7,3,3,99,NA,NA,NA,NA,NA,1,1,3,4,3,4,3,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,2,1,9,2,0,1,1,0,1,1,2,8,0,6,2,3,2,2,4,8,8,3,2,2,2,1,1,27,6,NA,0,1,1,4,1,1,3,1,24,8,1,1,2,"       0",1,3,3,3,2,1,5,NA,NA,NA,NA,NA,NA,6600,1,1,"24/03/2015",1,1,9,6,NA,NA,NA,NA,5,1,2,4,3,4,2,2,2,4,2,2,4,1,3,1,9,1,62,66,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"5",5460,"01/03/2015",2,1,25,2,1,1,1,2,48,2,1,3,3,2,3,2,3,4,3,1,2,2,2,1,3,3,2,6,6,7,7,2,1,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,2,2,1,2,2,3,2,NA,NA,NA,6,3,NA,NA,1,1,5,2,0,1,3,0,NA,1,1,5,0,3,3,NA,3,1,4,8,2,1,2,1,2,3,1,37,6,NA,0,1,NA,NA,NA,NA,NA,NA,17,6,2,1,2,"       0",2,1,4,3,2,1,2,2,2,3,3,3,2,9000,1,1,"26/03/2015",1,1,5,5,NA,NA,NA,NA,4,2,4,3,2,4,2,3,2,4,2,2,5,5,2,1,5,1,22,23,42,NA,NA,NA,NA,NA,NA,3,NA,4
"6",13823,"11/03/2015",3,2,70,7,1,1,9,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,5,2,4,4,3,4,0,4,99,2,NA,NA,NA,NA,4,2,0,4,4,0,3,2,2,2,99,NA,NA,NA,NA,NA,4,2,1,3,4,4,1,4,2,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,6,3,4,1,1,1,1,0,0,0,0,0,1,1,1,1,2,2,3,3,2,1,4,2,1,1,2,2,1,1,16,16,3,1990,1,6,1,3,1,1,1,1,15,7,1,3,0,"       0",2,1,3,2,4,1,5,NA,NA,NA,NA,NA,NA,9800,3,1,"30/03/2015",1,1,1,5,NA,NA,NA,NA,2,1,4,4,4,4,2,4,2,2,5,4,4,3,2,2,0,0,95,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"7",2424,"18/02/2015",1,2,44,4,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,0,9,8,0,8,0,0,0,0,NA,NA,NA,NA,8,0,0,9,8,0,8,0,0,0,99,NA,NA,NA,NA,NA,5,2,3,4,5,5,1,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,6,8,3,1,2,1,97,2,0,1,1,0,1,9,1,4,0,2,3,3,1,1,4,2,8,2,2,1,2,2,1,1,4,NA,0,5,1,1,1,1,1,1,15,7,1,1,1,"       1",2,3,5,3,3,1,5,NA,NA,NA,NA,NA,NA,6900,1,1,"25/03/2015",2,1,99,4,NA,NA,NA,NA,5,2,3,4,4,2,4,4,4,4,4,2,4,3,2,2,0,0,NA,NA,NA,31,NA,NA,1,NA,NA,NA,1,3
"8",4337,"19/02/2015",1,1,76,7,2,1,5,4,61,5,3,1,1,1,1,4,4,3,4,9,9,1,1,1,2,1,4,1,1,7,7,4,4,NA,NA,NA,4,1,4,1,1,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,3,2,1,9,1,3,1,NA,NA,NA,5,8,NA,NA,2,1,97,2,0,2,0,11,NA,3,2,8,0,7,2,NA,1,2,4,3,8,5,2,4,1,1,1,17,6,NA,0,6,NA,NA,NA,NA,NA,NA,19,8,1,3,0,"       1",1,1,4,1,2,1,5,2,2,3,2,1,2,3000,1,1,"26/03/2015",1,1,9,4,NA,NA,NA,NA,5,1,4,2,2,2,2,3,4,2,4,3,5,5,5,1,9,1,65,68,NA,NA,NA,NA,NA,NA,NA,9,NA,1
"9",3998,"23/02/2015",1,2,69,6,1,1,5,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,9,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,3,1,2,1,1,1,9,9,2,9,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,1,4,1,2,1,1,0,0,0,0,0,1,3,1,3,0,4,3,3,1,9,9,2,8,1,2,2,1,9,8,25,2,1948,0,12,1,1,1,1,1,1,16,8,1,3,0,"       1",2,9,99,2,4,1,9,NA,NA,NA,NA,NA,NA,99,1,1,"02/04/2015",2,1,6,4,NA,NA,NA,NA,9,1,5,5,5,9,5,5,9,5,9,9,9,9,9,9,0,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,9,9
"10",9232,"26/02/2015",2,2,83,8,2,1,3,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,0,8,0,0,0,5,3,0,99,4,NA,NA,NA,NA,0,9,9,2,5,0,7,5,0,0,5,NA,NA,NA,NA,NA,1,1,5,4,4,4,3,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,8,1,1,1,1,2,0,0,0,0,0,1,2,2,15,0,6,2,3,2,2,4,8,1,1,2,2,1,2,27,27,2,1960,0,1,2,4,3,1,9,1,18,8,1,3,0,"       1",1,2,4,2,2,1,3,NA,NA,NA,NA,NA,NA,3000,1,1,"25/03/2015",2,1,4,6,NA,NA,NA,NA,4,1,4,4,4,4,2,4,4,3,4,4,4,3,3,1,4,1,NA,NA,NA,59,NA,NA,13,NA,NA,NA,1,3
"11",8911,"26/02/2015",2,1,70,7,1,1,4,4,11,4,4,2,1,1,9,3,2,4,3,1,2,1,2,1,2,2,3,3,3,6,5,4,2,NA,NA,NA,3,2,3,2,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,3,1,3,1,3,2,NA,NA,NA,6,1,NA,NA,2,1,98,2,0,1,3,0,NA,3,2,2,0,5,3,NA,1,1,2,2,8,2,2,3,1,2,27,27,2,1950,0,6,NA,NA,NA,NA,NA,NA,21,8,1,3,0,"       1",2,2,4,2,3,1,5,2,2,3,2,2,2,5000,1,1,"25/03/2015",2,1,2,6,NA,NA,NA,NA,5,1,4,2,1,2,2,2,2,4,2,4,5,5,3,1,2,2,NA,NA,NA,33,NA,NA,11,1,NA,NA,2,2
"12",8165,"27/02/2015",2,2,58,5,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,9,3,8,6,1,8,0,10,4,0,NA,NA,NA,NA,8,3,2,9,5,1,5,9,2,0,0,NA,NA,NA,NA,NA,2,5,4,2,4,2,4,4,4,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,9,6,3,1,2,2,4,6,2,0,2,0,1,1,1,3,1,2,2,3,1,2,1,4,3,2,2,2,2,2,1,17,16,3,1996,1,1,4,4,1,2,1,3,20,8,1,1,1,"       1",2,5,6,4,3,1,5,NA,NA,NA,NA,NA,NA,4000,3,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",6030,"03/03/2015",2,1,31,3,2,1,4,3,1,3,3,3,2,2,3,1,3,4,3,2,1,1,2,2,3,3,2,5,6,7,7,3,2,NA,NA,NA,4,3,4,3,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,2,2,2,2,2,2,1,NA,NA,NA,5,2,NA,NA,2,1,4,2,0,1,2,0,NA,1,3,1,1,3,3,NA,2,1,3,2,2,1,2,1,2,2,1,63,5,NA,0,3,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       1",2,3,3.5,3,2,1,5,2,2,3,4,2,1,8300,1,1,"31/03/2015",1,1,4,4,NA,NA,NA,NA,3,1,5,4,3,2,3,3,2,3,4,3,5,4,2,2,0,0,64,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"14",18417,"06/03/2015",2,1,57,5,2,1,2,3,8,3,3,3,2,2,3,2,2,1,4,3,2,1,3,3,3,3,2,5,3,6,6,2,2,NA,NA,NA,4,4,4,4,1,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,2,3,2,2,1,4,NA,NA,NA,6,8,NA,NA,1,1,98,2,0,1,2,0,NA,1,1,99,0,3,1,NA,1,4,1,8,1,1,2,2,2,2,28,28,3,1960,0,1,NA,NA,NA,NA,NA,NA,18,8,1,3,0,"       1",1,5,4,2,1,1,4,4,2,2,1,3,3,6300,1,1,"26/03/2015",1,1,99,6,NA,NA,NA,NA,3,1,3,2,5,5,2,2,2,2,4,4,4,3,2,1,99,0,80,64,NA,NA,NA,NA,NA,NA,NA,9,NA,4
"15",12731,"09/03/2015",3,1,55,5,1,1,3,9,21,4,3,4,3,2,3,3,3,3,1,2,4,1,9,1,3,4,2,6,7,7,5,4,2,NA,NA,NA,3,4,4,3,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,3,2,2,2,2,3,2,NA,NA,NA,5,2,NA,NA,2,1,5,2,0,2,0,99,NA,1,1,5,0,2,3,NA,3,1,2,8,8,1,2,4,2,2,1,61,5,NA,0,6,NA,NA,NA,NA,NA,NA,18,8,1,1,1,"       1",2,4,5,5,3,1,5,3,1,3,3,2,2,7800,1,1,"13/04/2015",1,1,5,6,NA,NA,NA,NA,4,1,3,5,3,4,2,2,2,4,2,4,5,4,2,2,0,0,1,31,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"16",13880,"11/03/2015",3,2,80,8,1,1,5,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,0,10,0,5,0,5,10,0,0,4,NA,NA,NA,NA,3,9,8,0,5,0,7,9,4,0,4,NA,NA,NA,NA,NA,1,1,3,3,4,1,4,3,4,1,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,2,4,2,2,1,9,2,0,1,1,0,1,2,2,3,0,7,3,3,2,2,1,2,8,1,2,2,1,1,1,25,6,NA,0,1,2,4,1,1,2,2,22,8,1,3,0,"       1",1,4,4,2,3,1,5,NA,NA,NA,NA,NA,NA,5000,1,1,"29/03/2015",1,1,9,3,43,NA,NA,NA,5,3,4,3,4,3,4,4,3,2,5,4,4,1,3,1,9,1,79,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"17",13699,"12/03/2015",3,2,74,7,2,1,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,8,4,6,0,7,7,4,0,6,NA,NA,NA,NA,3,9,9,2,4,0,6,7,3,3,99,NA,NA,NA,NA,NA,1,1,3,5,5,4,4,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,8,1,1,9,1,2,0,0,0,0,0,1,2,2,4,0,4,3,3,1,1,4,4,2,1,2,2,1,1,16,27,3,1963,0,6,1,2,2,2,2,1,16,8,2,3,0,"       1",1,3,3,2,2,5,5,NA,NA,NA,NA,NA,NA,5000,1,1,"24/03/2015",1,1,2,5,NA,NA,NA,NA,5,1,1,4,5,1,1,4,2,5,1,1,4,9,3,2,0,0,96,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"18",1842,"16/02/2015",1,1,28,2,1,1,3,2,30,4,3,2,3,2,3,2,2,3,4,2,1,2,2,3,2,2,2,3,2,7,6,3,2,NA,NA,NA,3,9,3,3,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,1,3,3,1,1,3,NA,NA,NA,6,8,NA,NA,2,9,99,2,0,1,2,0,NA,1,1,98,0,3,3,NA,2,1,4,3,1,1,1,NA,0,1,1,16,7,NA,0,1,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       1",2,1,99,99,4,1,5,3,3,2,3,2,3,7400,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2059,"23/02/2015",1,2,40,4,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,7,6,10,99,2,8,7,8,99,5,NA,NA,NA,NA,7,5,0,10,9,5,9,2,9,6,99,NA,NA,NA,NA,NA,1,2,3,4,4,4,1,4,4,1,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,2,3,3,2,1,5,2,0,1,3,0,1,9,1,5,0,1,3,3,1,2,4,8,1,1,2,4,2,3,1,1,4,NA,0,1,1,1,1,1,1,1,17,7,2,1,1,"       1",2,5,6,6,3,1,4,NA,NA,NA,NA,NA,NA,3760,1,1,"26/03/2015",1,1,5,6,NA,NA,NA,NA,4,1,2,4,4,5,4,4,2,3,2,4,5,1,2,1,5,2,80,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"20",2520,"23/02/2015",1,1,45,4,1,1,1,2,62,9,3,9,9,9,9,4,4,9,9,9,9,9,1,9,9,4,2,6,6,7,6,3,2,NA,NA,NA,2,3,4,9,9,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,2,1,2,2,2,1,1,2,3,NA,NA,NA,6,8,NA,NA,9,1,98,2,0,9,0,0,NA,1,9,98,0,9,3,NA,9,9,9,8,1,1,2,7,2,9,1,2,6,NA,0,9,NA,NA,NA,NA,NA,NA,20,8,2,1,1,"       1",1,5,5,9,9,1,9,1,3,3,9,1,2,3000,1,1,"24/03/2015",1,1,99,2,NA,NA,NA,NA,4,2,5,9,2,4,4,3,2,2,2,4,4,9,1,1,99,0,99,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4
"21",7396,"24/02/2015",2,1,45,4,1,1,2,2,1,2,3,3,3,2,3,3,2,3,1,4,2,1,1,3,4,2,1,7,7,4,2,4,2,NA,NA,NA,4,3,2,9,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,1,2,2,1,1,2,3,NA,NA,NA,6,2,NA,NA,1,2,1,0,0,0,0,0,NA,2,3,1,1,3,3,NA,2,2,1,2,1,1,2,3,2,1,1,56,5,NA,0,6,NA,NA,NA,NA,NA,NA,15,7,1,1,1,"       1",2,3,4,5,3,1,5,4,2,2,3,2,2,99,1,1,"01/04/2015",2,1,1,1,72,NA,NA,NA,4,2,5,5,4,5,2,4,2,4,2,2,4,1,3,1,1,3,NA,NA,NA,54,NA,NA,8,NA,NA,NA,1,2
"22",6685,"26/02/2015",2,1,38,3,2,1,3,4,18,5,2,3,2,2,1,2,2,4,3,1,2,1,2,3,2,2,4,4,6,7,7,3,2,NA,NA,NA,4,2,3,4,1,NA,NA,NA,NA,NA,4,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,3,1,2,3,NA,NA,NA,5,3,NA,NA,2,2,97,9,0,9,0,0,NA,1,3,2,0,5,3,NA,3,1,2,3,8,1,2,3,2,2,27,27,2,9999,0,1,NA,NA,NA,NA,NA,NA,15,7,1,1,1,"       1",2,4,6,5,2,1,4,1,4,3,3,4,4,7900,1,1,"24/03/2015",1,1,4,1,89,NA,NA,NA,3,1,1,5,3,4,1,1,3,5,5,1,5,4,3,2,0,0,1,11,83,NA,NA,NA,NA,NA,NA,2,NA,3
"23",8582,"02/03/2015",2,1,34,3,1,1,5,4,19,5,3,2,9,1,9,3,3,4,3,2,1,1,1,1,2,1,4,5,1,7,1,4,2,NA,NA,NA,4,3,3,1,2,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,3,3,1,3,1,1,1,NA,NA,NA,5,1,NA,NA,2,2,97,2,0,1,1,0,NA,3,3,1,2,2,3,NA,1,9,9,1,8,2,1,NA,0,1,17,17,3,1995,1,1,NA,NA,NA,NA,NA,NA,12,3,1,1,1,"       1",2,4,3,2,1,1,5,2,2,3,3,2,2,8300,1,1,"14/04/2015",1,1,6,4,NA,NA,NA,NA,3,1,1,5,4,2,2,2,2,5,4,4,5,4,2,1,6,2,96,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"24",11322,"08/03/2015",3,1,38,3,1,1,1,2,1,2,3,3,4,2,2,3,3,2,4,1,3,3,2,3,4,4,3,7,7,7,7,2,2,NA,NA,NA,2,4,2,4,2,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,3,3,3,3,3,3,2,NA,NA,NA,5,8,NA,NA,1,1,98,2,0,1,3,0,NA,3,1,98,0,1,3,NA,3,2,1,8,1,6,1,NA,0,2,1,61,5,NA,0,3,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"       1",2,4,2,1,3,1,4,4,3,4,2,2,2,5000,1,1,"23/03/2015",2,1,99,1,NA,NA,NA,NA,5,1,5,5,5,5,2,4,4,4,4,4,4,5,1,1,99,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,2,4
"25",12929,"12/03/2015",3,2,58,5,1,1,3,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,5,2,2,0,10,3,2,0,0,NA,NA,NA,NA,6,7,7,2,3,2,9,2,2,0,0,NA,NA,NA,NA,NA,1,1,3,3,4,1,3,4,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,6,2,1,3,3,1,4,2,0,1,3,0,1,3,3,4,0,4,3,3,3,1,2,2,1,1,2,3,2,2,61,61,1,1958,0,2,1,1,1,1,3,3,16,7,2,1,1,"       1",2,5,6,3,1,1,4,NA,NA,NA,NA,NA,NA,9000,1,1,"26/03/2015",2,1,4,6,NA,NA,NA,NA,4,1,2,4,4,4,2,2,2,4,4,2,4,4,3,1,4,2,NA,NA,NA,95,NA,NA,25,79,85,NA,1,3
