"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"397",13851,3,1,1,1,1,1,1,1,1,1,1,48,2,NA,NA,3,3,1,2,2,3,1,28,3,3,3,3,4,36,1,NA,NA,NA,NA,NA,2,7,8,7,5,2,10,1,5,5,2,1,3,4,4,3,NA,4,4,1,1,3,3,NA,NA,NA,4,5,4,3,3,2,1,1,1,1,1,1,1,1,4,5,5,2,3,1,1,3,2,1,NA,1,1,2,3,47,2,2,NA,2,1,4,3,8,NA,NA,19,1,2,6,5,3,2,156,1,31,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",13861,1,2,12,2,3,4,2,3,4,3,2,45,NA,NA,NA,NA,4,3,3,2,3,4,28,4,4,3,4,4,36,2,NA,NA,NA,NA,NA,5,8,6,8,1,4,6,7,1,1,4,1,1,4,4,4,4,3,3,4,4,3,4,3,5,3,5,3,2,4,3,4,1,1,1,1,2,1,1,1,3,5,5,3,3,2,3,4,5,1,NA,1,1,2,1,41,3,3,NA,1,2,4,3,4,74,NA,15,1,5,5,5,3,2,391,1,31,1,8,2,2,2,2,1,1,1,1,2,1,2,2,2,1,NA,NA,NA,NA
"399",13871,3,2,2,2,2,2,2,2,2,2,2,15,2,NA,NA,3,3,2,2,3,2,1,27,3,3,3,3,3,33,2,NA,NA,NA,NA,NA,6,9,7,1,1,5,5,5,1,1,3,3,2,4,4,3,3,2,4,2,1,2,4,2,2,2,4,4,2,1,4,3,1,1,1,3,1,1,1,3,1,2,2,2,2,2,3,2,2,1,NA,1,4,22,NA,28,1,NA,NA,4,2,1,3,4,93,1,16,1,2,3,2,3,2,139,1,31,2,4,1,2,2,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"400",13881,2,2,1,2,2,2,2,2,1,2,2,0,2,NA,NA,3,3,2,2,2,2,1,NA,3,4,3,3,4,33,2,NA,NA,NA,NA,NA,5,7,8,6,1,4,9,5,3,1,2,3,1,4,3,2,4,4,4,1,1,3,3,3,3,2,4,4,3,2,5,3,1,1,1,3,1,4,4,4,4,5,5,3,3,1,3,NA,2,1,NA,1,1,11,1,40,1,1,NA,4,1,2,3,4,90,1,15,1,3,3,2,3,2,139,1,31,2,4,1,2,2,2,1,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA
"401",13951,2,2,2,2,2,2,2,2,2,2,1,30,2,NA,NA,4,3,2,2,2,2,2,NA,3,4,3,2,3,33,2,NA,NA,NA,NA,NA,1,4,7,2,1,2,8,1,2,1,2,3,4,4,4,3,3,4,4,4,NA,1,4,2,2,2,4,4,3,3,5,3,4,3,3,3,1,1,4,4,4,4,5,2,2,1,3,1,2,1,NA,1,1,2,2,56,1,1,NA,4,1,2,3,4,90,1,12,2,3,3,1,3,2,139,1,31,2,4,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"402",13961,3,2,2,2,2,2,2,2,2,2,1,25,2,NA,NA,4,3,3,2,3,3,1,NA,3,4,3,2,4,NA,2,NA,NA,NA,NA,NA,6,2,2,1,1,4,2,10,1,1,2,3,1,4,4,3,3,4,4,3,1,6,4,4,3,3,4,4,3,2,4,3,2,3,3,3,1,1,4,4,2,5,5,2,2,2,3,2,1,5,NA,2,2,11,1,45,1,1,NA,3,1,4,2,4,90,1,15,1,5,3,4,3,2,139,1,31,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA
"403",14551,2,2,1,2,2,2,1,2,2,2,3,99,2,NA,NA,3,3,2,2,3,2,2,27,3,3,4,3,3,34,2,NA,NA,NA,NA,NA,3,7,6,8,1,4,6,5,6,1,3,2,4,3,2,3,3,4,4,1,1,2,4,3,4,3,5,4,3,3,4,2,1,1,1,3,3,1,1,1,4,4,5,3,2,2,1,2,23,6,NA,1,1,99,2,67,3,3,NA,2,3,1,4,4,47,NA,12,2,3,3,2,1,1,403,1,31,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"404",14561,4,1,1,1,1,1,1,1,1,1,1,20,2,NA,NA,3,4,1,1,4,4,1,27,4,4,4,4,4,32,1,NA,NA,NA,NA,NA,7,7,7,6,6,5,6,7,4,6,2,1,4,4,4,2,2,4,4,1,1,4,5,1,1,1,4,4,3,2,5,2,4,1,1,1,1,1,4,4,5,5,5,3,3,0,2,1,23,1,NA,1,2,1,1,49,1,1,NA,1,2,4,3,10,NA,NA,20,1,4,4,4,2,1,447,1,31,1,3,1,1,2,2,2,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA
"405",14571,4,2,1,2,2,2,2,2,2,2,2,0,2,NA,NA,3,2,3,3,3,3,2,26,2,3,3,3,3,36,3,NA,NA,NA,NA,NA,2,9,8,5,1,3,5,5,1,1,3,2,4,4,4,3,3,4,4,1,1,2,5,5,3,3,5,5,3,2,4,3,1,1,1,2,1,1,2,1,4,5,5,3,3,1,2,2,2,1,NA,1,1,2,2,20,2,1,NA,2,1,3,4,6,NA,2,12,2,5,4,5,2,1,79,1,31,1,3,1,2,1,2,1,1,1,1,2,2,2,2,1,1,NA,NA,NA,NA
"406",14581,2,2,1,1,2,3,2,3,2,2,2,0,2,NA,NA,3,2,3,3,3,3,2,27,2,3,2,2,3,36,3,NA,NA,NA,NA,NA,1,8,7,5,1,1,4,10,4,1,2,2,4,4,4,3,3,4,3,NA,NA,3,5,4,3,3,5,5,3,2,4,3,1,1,1,1,1,1,2,1,3,5,5,3,2,1,2,2,5,1,NA,1,3,2,1,21,2,2,NA,2,1,3,4,6,NA,2,12,2,5,3,5,2,1,165,1,31,1,3,2,1,2,2,1,1,1,2,2,2,2,2,1,1,NA,NA,NA,NA
"407",14591,2,3,2,2,3,3,2,3,3,3,3,99,2,NA,NA,1,2,3,3,3,3,3,27,2,2,2,2,3,36,3,NA,NA,NA,NA,NA,10,5,1,3,4,10,5,10,5,4,4,3,4,2,4,3,3,4,4,2,2,6,5,3,3,3,5,5,3,2,4,3,2,2,2,2,2,2,2,2,4,5,5,3,1,1,2,3,1,2,NA,2,2,1,2,60,2,1,NA,2,1,3,4,2,49,2,12,2,5,5,3,1,1,79,1,31,1,3,2,1,2,1,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"408",14601,1,1,1,2,2,2,2,2,2,2,1,0,2,NA,NA,2,3,1,1,1,1,1,NA,3,3,2,1,3,32,2,NA,NA,NA,NA,NA,3,5,5,10,1,1,5,4,5,1,NA,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,1,4,4,4,4,4,1,4,4,2,5,1,4,3,0,1,1,23,5,NA,1,1,6,1,24,4,4,NA,2,4,3,1,6,NA,NA,10,NA,NA,NA,3,3,1,171,1,31,1,2,2,4,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"409",14611,3,2,1,1,3,3,2,3,2,NA,3,35,2,NA,NA,1,3,3,3,4,3,3,27,1,1,2,2,4,36,3,NA,NA,NA,NA,NA,8,5,2,1,1,10,1,8,8,2,4,3,1,1,1,1,1,3,1,2,2,5,4,4,4,4,5,2,4,1,4,1,4,3,3,3,1,3,2,4,4,5,6,4,3,0,2,2,1,1,NA,1,2,1,2,56,2,1,NA,1,2,4,3,9,NA,NA,11,NA,4,3,4,1,1,165,1,31,1,3,2,1,2,2,2,2,2,2,2,1,2,2,1,1,NA,NA,NA,NA
"410",14621,2,2,1,2,3,2,2,2,2,2,3,0,2,NA,NA,1,3,2,3,3,3,3,27,2,2,2,3,4,36,3,NA,NA,NA,NA,NA,7,5,5,6,4,7,5,8,5,4,2,3,4,2,4,2,2,4,4,2,2,7,5,3,3,3,5,5,2,3,5,2,2,2,2,2,2,2,2,2,4,5,5,3,1,1,3,3,8,2,NA,2,2,1,1,48,1,1,NA,1,2,4,3,4,79,2,14,1,2,4,6,1,1,79,1,31,1,3,1,1,1,2,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"411",14631,1,2,1,3,2,3,1,2,2,2,2,0,2,NA,NA,4,2,1,2,4,3,2,27,3,4,3,1,4,33,2,NA,NA,NA,NA,NA,3,7,6,10,1,1,9,7,9,2,4,2,3,4,3,4,4,3,4,4,4,2,4,3,4,4,4,4,2,3,4,1,1,1,4,4,1,1,4,4,3,1,2,3,3,1,3,1,6,1,NA,1,2,6,1,23,4,4,NA,4,2,3,1,6,NA,NA,8,NA,1,3,3,3,1,65,1,31,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"412",14641,5,1,17,3,2,2,2,2,2,1,1,99,2,NA,NA,3,4,3,2,2,3,2,28,4,3,3,2,4,36,3,NA,NA,NA,NA,NA,4,7,6,8,3,5,7,4,3,2,1,1,4,3,3,3,2,2,1,1,1,1,3,2,2,2,2,1,3,1,4,1,1,1,1,1,1,1,1,1,3,3,5,4,1,1,2,1,6,1,NA,1,1,6,1,34,4,4,NA,4,1,2,3,7,NA,NA,12,2,NA,NA,NA,NA,1,NA,1,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"413",14651,2,1,1,1,1,2,2,2,2,2,1,99,2,NA,NA,4,3,2,1,3,2,1,27,3,3,3,3,3,36,2,NA,NA,NA,NA,NA,1,8,8,7,1,1,7,8,6,1,2,1,1,1,2,1,1,1,1,1,1,2,4,2,4,4,3,5,3,1,5,3,1,1,1,1,1,1,1,3,4,5,2,3,2,1,2,2,2,1,NA,1,4,21,1,18,3,2,NA,2,1,3,4,6,NA,NA,12,2,3,6,7,3,1,135,1,31,1,3,2,2,2,2,1,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA
"414",14661,1,1,1,2,1,1,2,1,2,1,3,99,2,NA,NA,4,3,3,2,2,3,2,25,3,4,3,2,3,33,3,NA,NA,NA,NA,NA,5,7,6,2,1,3,3,3,2,3,3,2,1,3,4,3,2,3,3,1,1,2,4,3,4,5,4,4,4,3,4,4,2,1,1,1,1,1,1,1,4,3,3,3,2,2,1,3,23,1,NA,1,4,21,1,NA,3,1,NA,1,3,4,2,6,NA,NA,12,2,2,5,5,2,1,403,1,31,1,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"415",14671,2,2,1,2,2,2,2,2,2,2,1,25,2,NA,NA,4,3,4,3,4,1,1,25,4,3,4,4,4,36,2,NA,NA,NA,NA,NA,3,5,7,4,1,4,5,6,6,1,4,4,4,4,4,4,4,4,4,1,1,2,5,5,1,5,5,5,4,1,5,2,4,1,1,1,1,1,1,1,4,1,4,4,2,1,2,2,23,1,NA,1,1,3,1,25,4,3,NA,1,4,2,3,6,NA,NA,20,1,5,3,4,1,1,171,1,31,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,NA,NA,NA,NA
"416",14681,2,1,1,2,2,2,2,2,2,1,1,20,2,NA,NA,3,4,2,3,3,3,2,28,3,4,3,3,3,33,3,NA,NA,NA,NA,NA,1,10,10,5,1,1,10,5,5,1,4,1,4,4,3,4,4,2,2,1,1,1,4,4,2,2,2,3,4,4,4,2,1,1,2,1,1,1,1,1,2,5,5,3,4,1,2,1,2,1,NA,1,1,2,1,60,2,2,NA,2,3,4,1,8,NA,NA,12,2,3,4,4,1,1,171,1,31,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA
"417",14691,NA,1,17,4,3,3,3,NA,NA,NA,4,NA,1,NA,NA,4,2,4,4,4,4,1,28,1,4,1,1,1,NA,3,NA,NA,NA,NA,NA,5,1,2,1,2,2,1,10,1,NA,2,2,4,2,4,4,4,4,2,2,2,NA,1,2,1,2,4,1,2,1,5,4,4,4,2,4,3,3,2,4,5,2,3,1,1,1,3,4,19,5,NA,NA,2,99,1,40,1,1,NA,1,NA,NA,NA,5,63,NA,20,1,NA,NA,4,1,1,NA,1,31,1,3,2,1,2,1,2,2,1,2,2,1,2,2,1,1,NA,NA,NA,NA
"418",14701,1,1,1,1,2,3,1,1,1,1,3,60,1,NA,NA,4,4,2,2,3,3,2,28,4,4,3,4,4,36,4,NA,NA,NA,NA,NA,4,8,5,4,1,5,10,8,4,1,3,1,4,4,3,4,1,4,4,4,2,3,5,2,4,2,5,2,4,4,4,2,4,3,2,3,1,3,4,4,4,6,6,4,3,1,2,1,23,1,NA,1,2,1,1,45,2,1,NA,1,2,4,3,1,60,NA,12,2,2,5,4,1,1,42,1,31,1,7,1,1,2,2,2,2,1,2,2,1,2,2,2,1,NA,NA,NA,NA
"419",14711,1,2,1,2,3,3,3,2,3,3,2,99,1,NA,NA,4,3,2,3,3,3,2,28,2,2,2,3,4,36,3,NA,NA,NA,NA,NA,6,6,6,3,1,6,6,6,6,1,2,3,2,4,3,4,4,3,4,3,3,5,1,2,1,1,1,1,2,3,4,3,3,3,3,3,3,3,3,3,4,4,5,3,2,3,2,2,23,5,NA,1,2,99,1,53,3,1,NA,1,3,2,4,6,NA,NA,12,2,2,4,3,1,1,403,1,31,1,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,NA,NA,NA,NA
"420",14721,4,3,12,3,3,3,3,2,2,3,3,0,2,NA,NA,1,2,3,3,3,3,3,27,2,2,2,2,2,36,3,NA,NA,NA,NA,NA,5,5,4,6,7,5,4,6,4,5,2,3,4,3,4,3,3,3,3,NA,NA,NA,3,3,2,2,4,4,2,2,3,2,3,3,3,3,3,3,3,3,4,1,2,2,2,1,1,3,4,2,NA,1,2,1,1,48,2,2,NA,2,1,4,3,8,NA,2,18,1,2,NA,1,1,1,403,1,31,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA
"421",14731,2,2,1,2,1,1,1,1,1,2,2,0,2,NA,NA,3,3,2,3,2,2,2,26,2,2,2,NA,4,36,3,NA,NA,NA,NA,NA,4,6,7,10,1,2,6,NA,5,1,4,3,1,2,1,3,3,3,4,4,4,3,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,2,5,6,3,3,1,2,2,19,1,NA,1,1,2,1,63,4,3,NA,2,1,4,3,4,43,2,8,NA,5,5,2,1,1,65,1,31,1,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"422",14741,4,3,2,3,4,4,4,1,4,3,3,60,1,NA,NA,2,1,2,4,4,4,3,26,1,2,1,1,4,32,4,NA,NA,NA,NA,NA,7,1,1,1,1,7,1,5,1,3,4,1,1,4,4,4,NA,2,4,2,2,7,5,5,5,5,5,5,4,2,5,4,2,2,2,2,2,2,2,2,5,6,6,3,1,1,2,2,1,2,NA,2,2,1,2,51,2,2,NA,1,2,4,3,7,NA,NA,8,2,3,4,3,1,1,NA,1,31,1,8,2,4,1,1,2,2,2,2,1,1,1,1,2,2,NA,NA,NA,NA
"423",14751,4,3,4,2,3,3,2,3,2,NA,2,99,1,NA,NA,3,2,2,2,1,2,3,29,3,3,3,2,3,34,2,NA,NA,NA,NA,NA,2,2,6,3,1,NA,7,5,1,1,2,2,4,4,4,3,2,3,4,3,4,NA,4,3,3,2,3,3,3,2,4,3,3,1,1,1,2,1,3,4,4,4,4,3,3,2,3,2,2,1,NA,1,2,2,1,50,3,2,NA,1,2,4,3,2,50,NA,12,1,4,3,3,1,1,403,1,31,1,3,2,3,1,2,1,1,1,2,2,1,2,2,1,2,NA,NA,NA,NA
"424",14761,2,1,1,1,2,3,4,3,2,2,3,0,2,NA,NA,3,3,3,3,NA,3,3,28,3,4,3,4,4,36,2,NA,NA,NA,NA,NA,3,10,6,8,1,1,1,5,2,1,1,2,3,3,4,4,4,3,3,1,1,4,4,3,4,4,3,5,2,2,3,1,1,1,1,1,1,1,1,1,4,1,5,3,3,1,2,2,3,1,NA,1,1,3,1,31,2,1,NA,2,1,4,3,8,NA,NA,11,2,NA,2,2,1,1,120,1,31,1,7,1,2,2,2,1,1,2,1,2,2,2,2,2,1,NA,NA,NA,NA
"425",14771,4,2,1,2,2,2,2,2,2,1,2,99,2,NA,NA,4,4,2,2,2,4,2,28,4,3,2,2,3,32,3,NA,NA,NA,NA,NA,8,6,5,5,3,8,6,7,3,2,1,3,4,3,3,2,2,2,2,2,2,7,4,3,2,2,2,3,4,1,5,4,2,2,2,2,2,2,2,2,3,3,5,4,3,1,2,3,1,2,NA,1,2,1,1,32,1,1,NA,1,4,3,2,6,NA,NA,18,1,1,4,5,1,1,171,1,31,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,NA,NA,NA,NA
"426",14781,1,1,1,2,3,2,2,2,2,2,2,20,2,NA,NA,2,2,3,2,2,2,2,25,3,2,2,2,2,32,2,NA,NA,NA,NA,NA,4,3,3,3,4,3,4,4,4,4,1,2,2,3,3,2,3,3,3,1,1,3,4,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,5,5,2,3,2,2,2,2,1,NA,1,1,2,1,39,2,2,NA,1,3,4,2,6,NA,NA,12,2,3,3,3,1,1,171,1,31,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,NA,NA,NA,NA
"427",14791,3,2,5,2,NA,1,1,1,2,2,1,0,2,NA,NA,4,2,1,3,3,3,1,26,2,4,2,NA,4,33,3,NA,NA,NA,NA,NA,3,4,4,1,1,3,3,NA,1,1,1,2,2,4,4,4,2,4,4,1,1,3,4,2,2,2,5,4,2,3,5,3,1,3,1,2,1,1,1,4,4,5,5,3,4,1,2,1,2,1,NA,1,3,11,2,65,2,1,NA,2,1,4,3,3,96,1,12,NA,4,3,2,3,1,79,1,31,2,3,1,2,2,2,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,NA
"428",14801,1,1,1,1,1,1,1,1,1,1,1,30,2,NA,NA,3,3,1,2,1,3,1,28,4,4,3,3,4,36,4,NA,NA,NA,NA,NA,4,5,5,4,1,7,2,1,2,1,3,1,1,4,4,4,2,4,4,4,1,3,5,1,1,1,5,5,4,1,5,1,2,3,1,2,1,1,1,1,5,5,6,1,1,1,2,1,10,5,NA,NA,2,5,1,46,4,2,NA,2,1,3,4,7,NA,NA,12,NA,1,4,6,1,1,400,1,31,1,8,1,2,2,2,2,2,1,1,1,1,1,1,2,2,NA,NA,NA,NA
"429",14811,2,2,2,NA,3,3,3,2,3,3,3,0,2,NA,NA,1,2,2,3,3,3,3,27,2,3,2,3,2,33,NA,NA,NA,NA,NA,NA,5,2,3,3,4,4,5,7,2,3,2,3,4,3,4,2,2,3,3,2,2,6,3,4,3,2,4,4,2,2,3,3,2,2,2,2,2,2,2,2,3,2,5,2,2,1,2,3,8,2,NA,2,2,8,2,28,1,1,NA,1,2,4,3,3,94,1,17,1,5,3,2,2,1,403,1,31,1,3,2,1,1,2,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"430",14821,1,1,1,3,3,1,3,2,1,2,3,60,1,NA,NA,1,3,3,3,4,3,3,27,3,4,3,2,4,33,3,NA,NA,NA,NA,NA,6,6,5,5,1,4,4,7,5,1,4,3,4,4,4,3,2,4,4,4,1,4,2,2,3,3,4,5,3,2,NA,4,4,2,2,1,1,1,2,2,4,5,5,2,1,1,2,3,1,2,NA,2,2,1,NA,29,1,1,NA,4,2,3,1,3,92,NA,15,2,5,5,4,2,1,348,1,31,1,8,2,3,2,2,1,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA
"431",14831,2,1,16,2,2,1,1,1,1,1,1,0,2,NA,NA,4,2,NA,1,1,3,1,NA,4,4,4,4,4,36,2,NA,NA,NA,NA,NA,2,8,10,8,2,3,9,5,5,1,4,1,4,4,3,4,3,4,4,1,1,4,4,NA,3,2,5,5,3,NA,5,1,1,1,1,1,1,1,NA,NA,5,3,6,4,2,1,2,1,2,1,NA,1,2,1,1,70,1,2,NA,2,1,4,3,NA,45,NA,12,NA,4,2,3,1,1,447,1,31,1,3,1,2,2,2,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,NA
"432",14841,2,2,1,1,3,2,3,3,2,3,2,30,2,NA,NA,3,3,4,3,3,2,3,25,2,3,3,2,4,36,2,NA,NA,NA,NA,NA,3,10,10,8,1,3,4,5,3,2,3,3,3,4,3,3,2,3,4,1,4,4,2,3,4,1,5,3,2,3,4,2,1,1,2,2,1,1,2,1,4,4,6,3,4,1,2,1,23,1,NA,1,1,2,1,63,3,2,NA,2,1,3,4,1,52,NA,12,1,NA,3,4,1,1,373,1,31,1,4,2,2,1,1,1,2,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"433",14851,1,1,12,1,1,1,2,1,1,1,2,0,2,NA,NA,4,2,1,2,1,3,2,28,3,3,4,3,4,34,2,NA,NA,NA,NA,NA,1,10,10,5,1,2,10,2,1,1,2,1,4,4,3,4,2,4,4,1,1,2,5,4,4,5,3,5,4,2,4,2,1,1,1,1,1,1,1,1,4,4,5,4,4,1,2,1,2,1,NA,1,2,1,1,53,3,1,NA,1,2,3,4,6,NA,NA,8,2,2,3,5,2,NA,447,1,31,1,3,2,2,2,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"434",14861,2,2,1,2,3,1,1,1,3,2,2,99,2,NA,NA,2,3,1,1,4,4,1,27,3,3,2,4,3,35,2,NA,NA,NA,NA,NA,5,7,5,10,1,2,8,7,1,5,1,2,4,4,4,4,4,4,4,1,1,4,5,1,1,5,5,1,4,4,5,1,1,1,1,1,1,1,1,1,2,5,1,4,3,1,2,2,22,1,NA,1,1,5,1,51,3,3,NA,2,4,1,3,10,NA,NA,14,2,1,5,10,1,1,65,1,31,1,3,2,1,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"435",14871,3,3,13,3,NA,NA,NA,NA,NA,3,3,99,2,NA,NA,3,3,3,2,3,3,3,27,3,3,4,4,4,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,4,2,2,3,NA,NA,3,5,4,5,3,4,4,2,2,2,3,4,4,4,4,4,4,4,4,4,3,5,3,2,1,2,2,22,4,NA,NA,2,1,1,31,3,3,NA,NA,NA,NA,NA,10,NA,NA,13,2,NA,3,4,2,1,120,1,31,1,7,1,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",14881,1,1,1,1,2,3,2,4,3,2,3,99,1,NA,NA,3,3,2,3,4,4,3,27,3,4,4,4,4,34,3,NA,NA,NA,NA,NA,1,8,8,7,1,1,8,5,10,1,1,2,3,4,4,4,3,3,4,1,1,NA,4,3,4,5,4,4,3,2,NA,2,1,1,1,1,1,1,1,1,4,3,5,2,3,1,2,1,3,1,NA,1,1,3,1,33,3,3,NA,2,1,4,3,8,NA,NA,12,2,NA,3,3,1,1,120,1,31,1,7,2,2,2,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"437",14891,1,2,22,3,3,3,2,2,2,2,3,40,2,NA,NA,1,3,3,3,2,3,3,26,2,2,4,4,4,36,3,NA,NA,NA,NA,NA,8,6,5,2,2,7,4,9,4,2,2,3,4,4,4,4,3,3,3,3,2,4,2,2,2,3,4,3,2,2,4,4,3,2,3,3,1,3,2,4,3,3,5,2,2,1,2,3,1,2,NA,1,2,1,2,57,2,2,NA,1,2,4,3,10,NA,NA,11,NA,3,5,2,1,1,240,1,31,1,7,1,1,2,2,2,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA
"438",14901,1,1,11,3,2,2,2,2,1,NA,2,40,2,NA,NA,4,4,1,2,2,3,2,28,4,3,2,1,3,32,1,NA,NA,NA,NA,NA,7,5,4,3,2,8,6,7,4,2,4,1,4,4,4,3,2,2,2,4,4,4,3,3,2,1,2,4,4,1,4,4,2,2,2,2,2,2,2,2,3,5,5,4,2,1,2,3,23,2,NA,1,2,1,1,73,4,1,NA,4,1,2,3,4,35,NA,14,2,4,5,1,1,1,171,1,31,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,NA,NA,NA,NA
"439",14911,2,3,1,3,3,3,3,1,2,3,2,0,2,NA,NA,4,3,3,3,3,3,1,26,2,2,2,3,3,35,2,NA,NA,NA,NA,NA,9,1,3,5,1,9,6,NA,1,1,2,3,4,3,4,4,3,4,4,2,2,NA,4,2,2,3,4,4,2,2,5,3,2,3,2,3,2,2,2,2,4,4,3,3,3,0,2,3,23,2,NA,2,2,8,1,57,1,1,NA,1,4,3,2,3,94,1,12,NA,3,3,2,3,1,79,1,31,2,3,2,3,2,1,2,2,2,2,1,1,2,2,2,2,NA,NA,NA,NA
"440",14921,4,3,1,4,4,4,3,3,3,2,2,0,2,NA,NA,2,4,3,3,3,3,3,NA,4,4,4,4,4,33,3,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,1,4,2,4,4,3,3,3,3,4,4,1,4,5,5,5,5,5,5,1,1,2,NA,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,1,NA,2,1,2,1,82,1,1,NA,2,1,4,3,4,38,NA,11,NA,4,3,2,1,1,95,1,31,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"441",14931,1,1,1,2,2,2,2,2,2,2,1,50,2,NA,NA,4,3,2,2,2,4,2,28,3,4,4,3,4,36,3,NA,NA,NA,NA,NA,5,8,10,10,1,5,10,4,10,1,2,2,4,4,4,4,3,4,4,3,1,3,5,1,3,4,4,4,2,2,5,1,1,1,1,1,1,1,1,1,2,5,5,4,2,1,1,2,2,1,NA,1,1,2,1,44,2,1,NA,2,1,4,3,7,NA,NA,12,NA,4,4,6,1,1,322,1,31,1,4,2,NA,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"442",14941,1,1,NA,1,1,1,2,1,1,1,1,0,2,NA,NA,4,4,1,1,1,1,1,NA,4,4,4,2,4,NA,1,NA,NA,NA,NA,NA,1,8,8,6,1,1,9,1,6,1,4,1,4,4,4,4,4,4,4,1,1,7,5,4,4,4,5,5,4,3,5,2,1,1,1,1,1,1,1,1,5,3,4,3,2,1,3,1,2,1,NA,1,1,3,1,33,1,1,NA,2,1,4,3,1,75,NA,12,NA,5,4,5,2,1,447,1,31,1,3,2,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"443",14951,1,2,11,2,2,3,2,3,3,3,3,60,2,NA,NA,1,2,3,3,3,3,3,27,3,4,3,3,4,36,3,NA,NA,NA,NA,NA,1,10,9,6,2,3,7,4,9,5,3,3,5,4,3,4,4,3,3,1,1,2,4,3,3,4,4,4,3,4,5,1,1,1,1,1,1,1,1,1,4,5,5,4,4,4,3,3,2,1,NA,1,NA,21,NA,18,4,2,NA,1,2,3,4,7,NA,NA,12,NA,NA,3,6,2,1,322,1,31,1,4,1,NA,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
